	chr11:70507923-70507701:-	chr11:70506057-70505933:-	chr11:70349036-70348901:-	chr11:70348391-70348311:-	chr11:70346698-70346675:-	chr11:70338570-70338440:-	chr11:70336492-70336271:-	chr11:70335453-70335433:-	chr11:70333825-70331419:-	chr11:70319544-70313962:-
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7389-01A-11R-2016-07__expression_exon.txt	0.043898481	0.159804708	0.404647682	0.638578618	0	0.315069187	0.15850804	0	0.261664452	0.292016033
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7390-01A-11R-2016-07__expression_exon.txt	0.872024218	2.313992949	1.944121305	2.516228807	0	2.313507017	0.827532784	0	2.176514791	1.741274305
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7391-01A-11R-2016-07__expression_exon.txt	0.299008145	0.866960414	0.7159565	0.868462619	0	0.599187758	0.362138853	0.071134418	0.834051516	0.689688678
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7392-01A-11R-2016-07__expression_exon.txt	0.695977428	1.467729948	1.288953429	1.129482277	0	1.066279922	0.696904738	0	1.482153884	1.397451449
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7393-01A-11R-2016-07__expression_exon.txt	0.258504426	0.252900717	0.291696328	0.209169075	0	0.227122332	0.102378404	0	0.51169559	0.488178597
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7394-01A-11R-2016-07__expression_exon.txt	0.042234879	0.45208214	0.360998528	0.361198628	0	0.364069181	0.045133113	0	0.408191595	0.368406489
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7395-01A-11R-2016-07__expression_exon.txt	0	0	0	0.144251167	0	0.0687533	0.012061542	0	0.038834548	0.056506771
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7397-01A-11R-2016-07__expression_exon.txt	0.243745029	0.53690995	0.652837428	0.70773238	0	0.873876872	0.303888714	0	0.574573136	0.550215293
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7398-01A-11R-2016-07__expression_exon.txt	0	0.099869882	0.180226092	0.114650384	0	0.204537089	0.098750708	0	0.136554888	0.132225511
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7399-01A-11R-2016-07__expression_exon.txt	3.088136358	6.76244945	5.191136961	6.551914406	0	5.381167791	2.064843128	0.117960673	6.335130125	8.193121958
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7401-01A-11R-2016-07__expression_exon.txt	0.503122254	0.90464687	0.69813706	1.195842777	0	0.793435368	0.251698119	0	1.347045826	2.112647064
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7402-01A-11R-2016-07__expression_exon.txt	0.094338653	0.368205976	0.135079351	0.115838657	0	0.226185567	0.101437095	0	0.255474734	0.251580767
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-7404-01A-11R-2132-07__expression_exon.txt	0.071587506	0.281746563	0.235660957	0.317444812	0	0.2455859	0.117471252	0	0.357487548	0.454578649
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5430-01A-02R-1686-07__expression_exon.txt	0.189322376	0.329390942	0.164437289	0.343180072	0	0.34461795	0.247604317	0.009952591	0.717057904	0.402547799
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5431-01A-01R-1514-07__expression_exon.txt	0	0.063060266	0.057959803	0	0	0.060172009	0.035506906	0	0.095925441	0.11671552
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5432-01A-02R-1686-07__expression_exon.txt	0.398712842	0.783000105	0.343360252	0.355220931	0	0.34926428	0.165727798	0	0.698711808	1.517500026
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5434-01A-01R-1686-07__expression_exon.txt	0.279414124	0.29328866	0.296203817	0.27907719	0	0.417018015	0.167098193	0	0.586605253	0.616399762
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5435-01A-01R-1686-07__expression_exon.txt	3.041406027	9.689739017	8.706074122	9.104133928	0.007170701	9.089601957	3.072935905	0.032780346	9.073942155	8.193540721
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5436-01A-01R-1514-07__expression_exon.txt	0.304642826	0.650552979	0.809703271	0.409942078	0	0.772066095	0.294568142	0.032269493	0.855942604	1.240433416
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5439-01A-01R-1686-07__expression_exon.txt	0.494773363	1.302543029	0.631484985	0.605606228	0	0.573639032	0.358647441	0.00710003	1.049341308	1.453724383
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5440-01A-01R-1514-07__expression_exon.txt	1.476043476	2.846437658	3.120846625	3.502760261	0.007987713	4.009710194	1.208087686	0.009128815	3.806704624	5.347072375
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5441-01A-01R-1514-07__expression_exon.txt	0	0	0.058765279	0.020555756	0	0.10930641	0.072000703	0	0.023242437	0.018639354
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5442-01A-01R-1514-07__expression_exon.txt	0.020656758	0.0286624	0	0	0	0	0	0	0.031967135	0.009687125
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5443-01A-01R-1514-07__expression_exon.txt	0	0.079450954	0.1414855	0.048532926	0	0.277977257	0.044735898	0	0.135127687	0.382936439
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5444-01A-02R-1514-07__expression_exon.txt	0.227877113	0.746783022	0.898929557	1.084251046	0	0.466619923	0.278665236	0	0.542333753	0.807936483
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5966-01A-11R-1686-07__expression_exon.txt	0	0	0	0	0	0	0	0	0.178668438	0.265785062
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5970-01A-11R-1686-07__expression_exon.txt	1.442188285	3.607758878	3.795953628	3.719079885	0	3.279078413	1.524895692	0.021389198	3.692164867	4.503370643
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5971-01A-11R-1686-07__expression_exon.txt	0.07775866	0.227694516	0.16882935	0.060531922	0	0.268387115	0.155679166	0.034167845	0.159483063	0.287819568
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5973-01A-11R-1686-07__expression_exon.txt	0.045572907	0.04878124	0.038608518	0.035548743	0	0	0	0	0.151998047	2.504829578
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5976-01A-11R-1686-07__expression_exon.txt	1.071001129	2.523230266	2.583650854	3.137304484	0.005353085	2.20465386	1.161474822	0.03670687	3.070887316	5.044568054
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5977-01A-11R-1686-07__expression_exon.txt	0.047030696	0.267440053	0.115674763	0.5199414	0	0.339003585	0.03543191	0.1248553	0.253399978	0.782144488
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5978-01A-11R-1686-07__expression_exon.txt	0.112850172	0.59838177	0.349522062	0.615619105	0	0.378871243	0.224617781	0	0.433018192	0.627549552
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-5979-01A-11R-1686-07__expression_exon.txt	1.088459298	3.685348228	2.07750906	2.992674394	0	2.252010236	0.637434524	0.04568538	3.007918202	4.731521792
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6003-01A-11R-1686-07__expression_exon.txt	0.289844048	1.103622312	0.53707306	0.476397441	0.086134359	0.565988214	0.059595664	0	0.537117686	1.162824642
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6433-01A-11R-1686-07__expression_exon.txt	0	0	0	0	0	0	0	0	0	0.02669598
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6436-01A-11R-1686-07__expression_exon.txt	0	0.092967822	0	0	0	0	0	0	0.009655985	0.059127422
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6441-01A-11R-1686-07__expression_exon.txt	0.005120916	0.078306126	0.034786729	0	0	0	0	0	0.019519599	0.01823356
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6933-01A-11R-1915-07__expression_exon.txt	0.88642055	1.780135745	0.988743513	0.602698889	0.004540421	1.079719122	0.361761137	0	1.165169823	1.898632924
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6933-11A-01R-1915-07__expression_exon.txt	1.568456361	3.424894879	2.779723558	2.969524761	0.003752207	3.077612098	1.296032732	0.021441185	3.257246538	3.625039665
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6934-01A-11R-1915-07__expression_exon.txt	1.028709564	2.277964171	1.750738241	2.356565117	0	2.494676316	1.15260844	0.018206526	2.831986606	3.87065762
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6934-11A-01R-1915-07__expression_exon.txt	1.027536264	2.164251332	1.618199707	1.802482493	0.024850402	1.944932838	0.59748426	0	2.257832986	2.437961976
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6935-01A-11R-1915-07__expression_exon.txt	0.317230352	0.897147505	0.990049428	1.069830779	0	1.229988455	0.46650828	0	1.420081831	1.680414817
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6935-11A-01R-1915-07__expression_exon.txt	0.17635152	0.148330164	0.038207938	0.20703471	0	0.04327228	0.153207261	0	0.183156247	0.163639698
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6936-01A-11R-1915-07__expression_exon.txt	0.730866657	1.719281763	1.246240109	0.999615773	0	1.119998384	0.459437968	0	1.245846557	1.737355066
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6936-11A-01R-1915-07__expression_exon.txt	0.07360295	0.010023486	0.089363797	0.142308747	0	0.031562503	0.010158938	0.035798163	0.074280817	0.102425194
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6937-01A-11R-2016-07__expression_exon.txt	0.745264206	1.867407228	2.411397655	1.906590959	0	3.116591171	0.877556021	0	4.026704783	9.294723661
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6942-01A-21R-2016-07__expression_exon.txt	0.058249241	0.535093179	0.461877104	0.251318589	0	0.247152785	0.083837552	0	0.262821758	0.420113159
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6943-01A-11R-1915-07__expression_exon.txt	0.438403964	0.914167877	0.994113063	0.821220732	0	0.945051562	0.249179136	0	1.017985953	1.016942105
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6945-01A-11R-1915-07__expression_exon.txt	0.793978333	2.193417071	1.905228588	1.741641677	0	1.651932867	0.850276438	0.035575079	3.056692964	12.22033912
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6948-01A-11R-1915-07__expression_exon.txt	0.070665439	0.129363017	0.167368552	0.06612091	0	0.122651764	0.079334782	0	0.115833095	0.279231228
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6950-01A-11R-1915-07__expression_exon.txt	0.922110413	1.757838983	1.958067034	2.132907002	0	1.83952702	0.674907036	0.018912476	2.043395982	2.687014655
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6956-01A-21R-2016-07__expression_exon.txt	0.261076316	0.614378771	0.524438746	0.71467013	0	0.300083608	0.040346513	0	0.310651203	0.517423335
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6956-11A-01R-2016-07__expression_exon.txt	0	0.067662797	0	0	0	0	0	0	0.042166263	0.027268725
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6959-01A-11R-1915-07__expression_exon.txt	1.02043202	2.511838379	2.700532692	2.635772143	0	2.362683188	0.937154944	0.025948315	2.717419198	2.213526492
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6960-01A-41R-2016-07__expression_exon.txt	1.518746221	2.918122276	1.755234392	1.979212914	0	1.651091472	0.8752121	0	2.61121165	3.787687184
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6960-11A-01R-2016-07__expression_exon.txt	0.134364912	0.270215167	0.14020296	0.150209214	0	0.134464373	0.039264046	0	0.22822125	0.198249853
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6961-01A-21R-1915-07__expression_exon.txt	0.695259971	2.032174045	1.478805483	2.18845408	0	1.949213048	0.602885206	0.004854043	2.231726231	2.176491653
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6961-11A-01R-1915-07__expression_exon.txt	0.057102917	0.154563812	0.161434463	0.119262201	0	0.064803819	0.018460734	0	0.207662711	0.197384739
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6962-01A-11R-1915-07__expression_exon.txt	0.48243371	0.947098356	1.346032395	1.253864499	0	0.780003274	0.207192018	0	1.207362912	1.282830993
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-6962-11A-01R-1915-07__expression_exon.txt	0.407390136	0.811397336	0.501000001	0.463201647	0	0.475078882	0.271813815	0	0.737612244	0.750717299
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7089-01A-11R-2016-07__expression_exon.txt	0.351469215	0.655715265	0.269594059	0.424771029	0	0.593232197	0.132843449	0	0.528393512	1.035312792
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7090-01A-11R-2016-07__expression_exon.txt	0.157152828	0.306809762	0.220004147	0.212246004	0	0.286447979	0.146691332	0	0.259463974	0.280426732
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7091-01A-11R-2016-07__expression_exon.txt	0.485226405	1.162956183	1.0196315	0.928554655	0	0.549055815	0.436165509	0	1.095766007	1.41397047
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7091-11A-01R-2016-07__expression_exon.txt	0.037139976	0.105410006	0.041521799	0.067391759	0	0.106329613	0.034763596	0	0.204576366	0.190120207
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7095-01A-21R-2016-07__expression_exon.txt	0.628193102	1.488019896	1.841648108	1.65833489	0	1.286539079	0.424196562	0	1.694902592	1.900649264
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7097-01A-11R-2016-07__expression_exon.txt	0.062036868	0.375422799	0.252310992	0.51237858	0	0.486610101	0.09775108	0	0.371445983	0.244439419
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7097-11A-01R-2016-07__expression_exon.txt	0.547624012	1.289852876	1.282601385	1.570814801	0	1.278646141	0.426692042	0	1.202840809	1.883876201
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7099-01A-41R-2016-07__expression_exon.txt	0.101269241	0.837078047	0.509225431	0.245346617	0	0.39189908	0.109185273	0	0.436836885	0.801631208
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7100-01A-11R-2016-07__expression_exon.txt	0.391826829	1.161399155	0.709733753	0.72315962	0	0.716025409	0.272621502	0	0.751252278	1.112692489
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7101-01A-11R-2016-07__expression_exon.txt	0.324520251	0.802746486	0.934827579	0.794522368	0	0.52736283	0.396976331	0.025017031	0.871139888	0.955439526
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7101-11A-01R-2016-07__expression_exon.txt	0.297509607	0.593827001	0.632303897	0.543550798	0	0.576813322	0.187942067	0.005775628	0.671040668	0.753364143
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7102-01A-11R-2016-07__expression_exon.txt	0.636158583	1.830010579	1.257059582	1.724913363	0	1.556834707	0.450578474	0	1.726132036	2.200284322
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7103-01A-21R-2016-07__expression_exon.txt	0.019351907	0.097478972	0.074662203	0.275789273	0	0.162775001	0.086904114	0	0.08352737	0.149500931
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7103-11A-01R-2016-07__expression_exon.txt	0.133977617	0.354871019	0.216805932	0.109528092	0	0.268902041	0.063470572	0	0.32077499	0.27556336
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7104-01A-11R-2016-07__expression_exon.txt	0.923826086	1.535734892	1.289023753	1.480049541	0.004536937	1.534385033	0.528246564	0.025925352	1.405074375	1.42352054
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7177-01A-11R-2016-07__expression_exon.txt	0.606393192	1.462288361	1.198460666	1.041027639	0	1.11664315	0.320774791	0.01224205	0.906252446	0.901977913
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7177-11A-01R-2016-07__expression_exon.txt	0.293496158	0.685544651	0.390842272	0.30204933	0	0.341293387	0.151604812	0	0.739997575	0.846793846
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7178-01A-21R-2016-07__expression_exon.txt	0.747677505	1.693043879	1.136559559	1.42472743	0.004871788	1.472693265	0.431877452	0	1.915311095	2.012632355
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7178-11A-01R-2016-07__expression_exon.txt	0.297930342	0.928066951	0.652808198	0.968197838	0	0.426966461	0.303938087	0	0.608108782	0.954581835
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7180-01A-11R-2016-07__expression_exon.txt	0.038434249	0.0685667	0.082714884	0.072746306	0	0.043617494	0.051476502	0	0.103114736	0.306809527
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7183-01A-11R-2016-07__expression_exon.txt	0.207999264	0.310008422	0.470573167	0.400485534	0	0.412340603	0.201001911	0	0.322413188	0.418715137
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7183-11A-01R-2016-07__expression_exon.txt	0.079009034	0.306778135	0.058788111	0	0	0	0	0	0.119086879	0.115413314
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7235-01A-11R-2016-07__expression_exon.txt	0.425544523	0.611249138	0.703385956	0.592383424	0	0.411776614	0.249180392	0	1.012548037	1.248829176
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7235-11A-01R-2016-07__expression_exon.txt	1.895335887	5.255071458	5.187624373	5.286593672	0	5.036097394	2.177250135	0.032254266	5.560150386	6.101588564
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7236-01A-11R-2016-07__expression_exon.txt	0.937212634	2.069574691	1.81253057	2.077925661	0	1.897897889	0.745625527	0.031554552	1.76687136	1.88574477
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7238-01A-11R-2016-07__expression_exon.txt	0.477361805	0.828310604	0.931685873	0.93499113	0	0.81361897	0.323849579	0	0.799146169	1.63917869
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7238-11A-01R-2016-07__expression_exon.txt	0.674786018	1.515382568	2.205290195	2.421616715	0	1.382763679	0.506475014	0.006161294	1.905598369	1.881780343
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7242-01A-11R-2016-07__expression_exon.txt	0.263568009	0.888317938	0.419574189	0.606098273	0	0.760644733	0.12851822	0	0.531514766	0.611706521
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7242-11A-01R-2016-07__expression_exon.txt	0.017858159	0.001930846	0.065662955	0.120677864	0	0.117914249	0.042943925	0	0.067232661	0.145319233
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7243-01A-11R-2016-07__expression_exon.txt	0.345168825	0.776590284	0.765148209	0.588628609	0	0.766283352	0.254521653	0	1.292335277	2.318537896
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7245-01A-11R-2016-07__expression_exon.txt	0.494525437	1.600055424	1.316562809	0.953527379	0	0.824394517	0.548788061	0	1.417729743	1.363247198
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7245-11A-01R-2016-07__expression_exon.txt	0.03926244	0.199072968	0.164335494	0.031290047	0	0	0	0	0.061215726	0.070674298
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7247-01A-11R-2016-07__expression_exon.txt	2.913132072	7.148515949	3.58456051	3.556329422	0	3.596478363	1.507515089	0.0295122	4.790481142	6.108489422
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7248-01A-11R-2016-07__expression_exon.txt	0.373717337	0.866999614	0.813686347	1.146018399	0	0.951208631	0.343473661	0.016331367	0.758346724	1.154601032
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7250-01A-11R-2016-07__expression_exon.txt	0.084140114	0.378772058	0.194698328	0.112575143	0	0.123151786	0.037915121	0	0.28536563	0.412025582
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7250-11A-01R-2016-07__expression_exon.txt	0.079137121	0.151835765	0.166486584	0.686500236	0	0.233843752	0.035997099	0	0.219123182	0.197440027
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7252-01A-11R-2016-07__expression_exon.txt	0.38928931	0.812897345	0.273117234	0.272329184	0	0.237914179	0.160263469	0	0.49700505	0.631070523
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7252-11A-01R-2016-07__expression_exon.txt	0.136861836	0.53180385	0.277698474	0.103230812	0	0.159574347	0.029504482	0	0.159857651	0.315417003
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7253-01A-11R-2016-07__expression_exon.txt	0	0	0	0	0	0	0	0	0.006150282	0.001767715
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7254-01A-11R-2016-07__expression_exon.txt	0.060375146	0.424174613	0.203097927	0.090820141	0	0.075227802	0.030010939	0	0.178589712	0.29729133
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7255-01A-11R-2016-07__expression_exon.txt	0.186157405	0.512969402	0.447117081	0.679734024	0	0.466414266	0.177338884	0	0.481008207	0.36984386
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7255-11A-01R-2016-07__expression_exon.txt	0.190290937	0.603903174	0.717436427	0.632585118	0	0.243498682	0.293223791	0	0.410761865	0.603301527
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7261-01A-11R-2016-07__expression_exon.txt	0.553425736	1.025511066	0.775118184	0.526014732	0	0.713577961	0.382194068	0.008745319	1.036140432	1.288357925
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7261-11A-01R-2016-07__expression_exon.txt	0.125963102	0.387165047	0.434651559	0.41224515	0	0.265233444	0.154987163	0	0.294844111	0.261769264
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7263-01A-11R-2016-07__expression_exon.txt	0.049739826	0.392830612	0.297826658	0.158478854	0	0.17029459	0.084770177	0	0.237504458	0.282184347
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7406-01A-11R-2081-07__expression_exon.txt	0.210636404	0.425446798	0.449591761	0.793196857	0	0.403899971	0.164768947	0	0.47166168	0.63438843
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7406-11A-01R-2081-07__expression_exon.txt	0.023260876	0.122364137	0.028361253	0.157634959	0	0.048734472	0.028757729	0	0.140408985	0.108704911
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7407-01A-11R-2081-07__expression_exon.txt	0.532105522	1.531596595	1.43270084	1.597228152	0	1.132247437	0.564524004	0.012445934	1.489246191	2.502461947
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7410-01A-21R-2081-07__expression_exon.txt	0.305124659	0.999109452	0.960821354	0.884086999	0	0.214151238	0.123043036	0	0.728801231	0.742577835
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7411-01A-11R-2081-07__expression_exon.txt	0.090393579	0.115187247	0.212588228	0.059726721	0	0.082653444	0.075753775	0	0.215922251	0.232623358
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7413-01A-11R-2081-07__expression_exon.txt	0.025385084	0.152328966	0.217580375	0.231898868	0	0.240616597	0.140826405	0	0.236466607	0.327228792
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7414-01A-11R-2081-07__expression_exon.txt	0.693712567	2.291856698	1.703552528	1.670370942	0	1.738033099	0.622020217	0	1.990506531	3.488348114
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7415-01A-11R-2081-07__expression_exon.txt	1.351832108	3.284924324	2.799143272	2.516333892	0	2.76634865	1.494355629	0.039592666	3.918390928	9.02536206
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7416-01A-11R-2081-07__expression_exon.txt	0.916441417	2.675342435	1.997311656	2.69862719	0.005338726	1.863256171	0.876128244	0.012202803	2.320170006	2.082912173
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7416-11A-01R-2081-07__expression_exon.txt	0.045537335	0.061424311	0.061919668	0.116194933	0	0.202302428	0.068055852	0	0.103722519	0.15544798
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7418-01A-11R-2081-07__expression_exon.txt	0.448228375	1.011246129	0.88742837	0.646543234	0	0.821864253	0.453839821	0	1.185114283	1.632665526
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7421-01A-11R-2081-07__expression_exon.txt	0.108828377	0.747420712	0.572472972	0.28749082	0	0.578260299	0.221164787	0	0.500339882	0.679246687
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7422-01A-21R-2081-07__expression_exon.txt	0.604927545	0.911829609	0.822165798	1.51104753	0	1.135308188	0.380188962	0.011450543	1.076132174	1.221990093
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7423-01A-11R-2081-07__expression_exon.txt	0.51230129	1.318091997	0.803254736	0.781978006	0	0.70080039	0.335564312	0	0.889543074	0.924564419
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7423-11A-01R-2081-07__expression_exon.txt	0.206366601	0.392773233	0.472158879	0	0	0.147054063	0.028925048	0	0.049187303	0.134017966
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7424-01A-11R-2081-07__expression_exon.txt	0	0.023345638	0.097533579	0.114632058	0	0.136695917	0.034057671	0	0.031246404	0.097078667
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7424-11A-01R-2081-07__expression_exon.txt	0.205888168	0.323970816	0.37268327	0.480848404	0	0.151612734	0.173120917	0	0.612054847	0.506244248
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7427-01A-11R-2081-07__expression_exon.txt	0.071256344	0.173165259	0.110399476	0.148289667	0	0	0.027052845	0	0.057387547	0.049483011
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7428-01A-11R-2132-07__expression_exon.txt	0.01789688	0.061654134	0.089048776	0	0	0.10085191	0.029755856	0	0.101543251	0.134909338
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7429-01A-11R-2132-07__expression_exon.txt	0.053612595	0.09450624	0.076397009	0.089614351	0	0.153193459	0.019874725	0	0.124884986	0.159077724
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7430-01A-11R-2132-07__expression_exon.txt	0.464834288	1.385027229	1.154916958	0.937266286	0.010138698	0.989103495	0.379790139	0	0.956179874	1.083037382
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7432-01A-11R-2132-07__expression_exon.txt	0.092061357	0.275875997	0.305853596	0.30149296	0	0.263240456	0.002417674	0.006389568	0.232015389	0.131873684
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7432-11A-01R-2132-07__expression_exon.txt	1.888036801	4.480131545	3.173401687	3.105210864	0.005861346	3.252644347	1.357297638	0.066986812	4.543183595	7.21785234
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7433-01A-11R-2132-07__expression_exon.txt	0.259392315	0.517490457	0.331114864	0.62044796	0	0.450107304	0.084051854	0.005923654	0.445440607	0.618530114
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7434-01A-11R-2132-07__expression_exon.txt	0.676841136	1.238343633	0.596539898	1.083016083	0	0.862472708	0.566668392	0.005925316	1.766650062	1.667892068
