	chr11:70507701-70507923:-	chr11:70505933-70506057:-	chr11:70348901-70349036:-	chr11:70348311-70348391:-	chr11:70346675-70346698:-	chr11:70338440-70338570:-	chr11:70336271-70336492:-	chr11:70335433-70335453:-	chr11:70331419-70333825:-	chr11:70313962-70319544:-
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7253-01A-11R-2016-07__expression_exon.txt	0	0	0.089910687	0.089910687	0.089910687	0.089910687	0.089910687	0.089910687	0.093496656	0.091456707
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7254-01A-11R-2016-07__expression_exon.txt	0.463366609	0.386340504	0.238982805	0.052995954	0	0.317152177	0.435758719	0.459929171	0.298339321	0.541595501
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7255-11A-01R-2016-07__expression_exon.txt	0.103111501	0.400674701	0.779288351	0.843467296	0.264297296	0.487235091	0.696459091	0.528594592	0.606500255	0.791424359
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7261-11A-01R-2016-07__expression_exon.txt	0.411890169	0.190968106	0.533434728	0.626566049	0.622722086	0.555379367	0.639552412	0.696855667	0.58180232	0.551504452
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7263-01A-11R-2016-07__expression_exon.txt	0.044853286	0.16837176	0.100359914	0.061742486	0	0.108962527	0.132350025	0.104190446	0.1968667	0.231783151
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7410-01A-21R-2081-07__expression_exon.txt	0.413687282	0.471947752	0.610172202	0.642155239	0.327135688	0.323806062	0.27850741	0.218090458	0.728297094	0.738081706
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7418-01A-11R-2081-07__expression_exon.txt	0.54927297	0.642447289	1.32937566	1.23269679	1.067897754	1.309193735	1.253577274	0.961107979	1.662672881	2.989042562
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7422-01A-21R-2081-07__expression_exon.txt	0.561593982	0.546406161	0.877911785	1.54869148	1.042759849	1.490907784	1.123550252	1.042759849	1.408743863	1.597180114
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7424-01A-11R-2081-07__expression_exon.txt	0	0.01881135	0.078590198	0.092367739	0	0.092196501	0.046219533	0	0.017051494	0.073514141
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7424-11A-01R-2081-07__expression_exon.txt	0.091008011	0.250145043	0.340964907	0.439924313	0.471971779	0.256702208	0.367797828	0.23598589	0.64065218	0.552366757
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7429-01A-11R-2132-07__expression_exon.txt	0.008944636	0.054852981	0.191582104	0.20315919	0.3739976	0.258848211	0.218446045	0.249331733	0.232498993	0.262930428
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7430-01A-11R-2132-07__expression_exon.txt	0.623198014	0.780274175	0.703983457	0.904722308	0.948982105	0.962665477	0.62505528	0.421769824	0.891726895	2.698990698
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7433-01A-11R-2132-07__expression_exon.txt	0.33849132	0.326368244	0.242222421	0.553481499	0.436321182	0.387193415	0.317905185	0.327240886	0.484494158	0.635842582
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7434-01A-11R-2132-07__expression_exon.txt	0.587273114	0.617391835	0.284137285	0.697044654	0.556810818	0.696226046	0.66767135	0.334086491	1.509195586	1.427601901
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7435-01A-11R-2132-07__expression_exon.txt	0.617389549	0.900147695	1.218744453	1.141779244	1.514223607	1.130110514	1.087134898	1.048308651	1.31702757	1.463797472
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7437-01A-21R-2132-07__expression_exon.txt	0.069335078	0.196007065	0.118936326	0.182075363	0.118936326	0.206095771	0.118936326	0.118936326	0.240195048	0.306149729
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7437-11A-01R-2132-07__expression_exon.txt	0.092721629	0.035605106	0.032725281	0	0	0.075734461	0.097315944	0.092721629	0.194881065	3.016666574
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7438-01A-21R-2132-07__expression_exon.txt	0.648203659	0.908441648	0.98026255	1.328394897	1.624150742	1.628283441	1.228477382	1.082767161	1.809035372	2.529123385
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CX-7082-01A-11R-2016-07__expression_exon.txt	0.103009725	0.062708025	0.134484122	0.479826064	0.108868098	0.463728236	0.34916255	0.217736197	0.526972254	0.653247591
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CX-7219-01A-11R-2016-07__expression_exon.txt	0.659126501	0.321162148	0.271570934	0.37006338	0.642324296	0.590840287	0.652933255	0.535270246	0.807108364	0.732600216
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-D6-6823-01A-11R-1915-07__expression_exon.txt	0.01943464	0.137963273	0.513192997	0.478203124	0.541740602	0.554146875	0.4982224	0.451450502	0.623665645	1.839036138
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-D6-6824-01A-11R-1915-07__expression_exon.txt	0.697932892	1.169774334	0.902049142	1.217611542	1.27260045	1.064709995	1.106359851	1.01808036	1.334565042	1.534551451
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-D6-6825-01A-21R-1915-07__expression_exon.txt	12.15962814	14.56093137	15.08647794	17.85812153	13.30786409	19.62752993	15.20789721	11.79719495	21.34706036	20.04245739
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-IQ-7630-01A-11R-2081-07__expression_exon.txt	0.308374428	0.541134711	0.603461275	0.838874527	0.920993268	0.72492091	0.432839178	0.306997756	1.276797758	7.083585096
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-IQ-7632-01A-11R-2081-07__expression_exon.txt	0.199180396	0.137693408	0.424576446	0.359861803	0.277607676	0.531904785	0.490190131	0.416411515	0.505737292	0.779370002
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-DQ-5631-01A-01R-1873-07__expression_exon.txt	2.014268156	2.466082826	3.039856911	3.413474616	2.34656717	2.833615013	2.0321419	1.585614015	3.591134834	4.282219826
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-HD-7831-01A-11R-2132-07__expression_exon.txt	1.742030813	1.330729871	1.399808993	2.076907709	2.746604481	2.653565875	1.415831307	0.8583139	2.201020655	2.657867461
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-HD-7832-01A-11R-2132-07__expression_exon.txt	0.212357985	0.097335914	0.395567484	0.399086671	0.238568416	0.50081156	0.315941956	0.238568416	0.619812044	2.148953187
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-DQ-7592-01A-11R-2081-07__expression_exon.txt	0.425995203	0.445800028	0.64449858	0.881414817	1.081365401	0.784975028	0.58099265	0.457029905	0.747145838	0.796986901
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-HD-7753-01A-11R-2081-07__expression_exon.txt	0.476273223	1.005878434	1.228343474	1.845693181	1.24091212	1.73066496	1.415266159	0.887539795	1.667368648	1.804418726
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-HD-7754-01A-11R-2081-07__expression_exon.txt	0.021394361	0.03816754	0.134475094	0.158295159	0.099394635	0.208652859	0.120885367	0.099394635	0.144322496	0.124461381
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-BA-4074-01A-01R-1436-07__expression_exon.txt	0.521646482	0.545334509	0.600406862	0.555455649	0.543161862	0.568039504	0.476286077	0.362107908	0.622706754	2.029568449
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-BA-4075-01A-01R-1436-07__expression_exon.txt	0.605933406	0.922090382	0.535874419	0.40932367	0	0.632733154	0.412115462	0.312785068	0.765264341	1.734604137
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-BA-4076-01A-01R-1436-07__expression_exon.txt	0.507111011	0.386990347	1.299091695	1.407985483	1.121246867	1.617676777	1.888947424	1.983157723	1.693216528	1.828865216
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-BA-4077-01B-01R-1436-07__expression_exon.txt	0.730495271	0.501739973	0.970859082	0.880245568	0.660184176	1.055790724	0.534541016	0.495138132	1.00159018	1.176488879
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-BA-4078-01A-01R-1436-07__expression_exon.txt	0.65420336	0.604939179	1.241054806	1.277584771	1.195643608	1.54714285	1.540588103	1.35569039	1.929682555	2.728931611
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-BA-5152-01A-02R-1873-07__expression_exon.txt	0.031601277	0.046751392	0.210426761	0.085940059	0.085940059	0.085940059	0.179235347	0.171880117	0.136604347	0.342174738
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-BA-5555-01A-01R-1514-07__expression_exon.txt	0.173827849	0.128320917	0.848527303	0.992880892	0.779727792	1.024615037	0.877570082	0.891117476	0.866821845	0.931020641
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-BA-5557-01A-01R-1514-07__expression_exon.txt	0.420199866	0.329191937	0.384086523	0.389563796	0.213207213	0.327948499	0.350063194	0.106603606	0.726073753	0.539739234
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-BA-6870-01A-11R-1873-07__expression_exon.txt	0.622849258	0.556673054	0.418681916	0.395281439	0.272878948	0.235384131	0.156516153	0.090959649	0.467684512	1.904694732
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-BA-6872-01A-11R-1873-07__expression_exon.txt	1.000986289	1.623165092	3.38993893	3.828098164	3.995376403	4.215500028	3.593960795	3.126816315	4.642881273	10.73352337
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-BB-4223-01A-01R-1436-07__expression_exon.txt	0.058138877	0.222066657	0.277436658	0.363216144	0.166217557	0.252498427	0.305480916	0.332435115	0.3404456	0.319067448
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-4722-01A-01R-1436-07__expression_exon.txt	0	0.072366499	0.126839367	0	0	0	0.02369006	0	0.150762084	0.145689921
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-4726-01A-01R-1436-07__expression_exon.txt	0.634174025	0.651911701	0.328258154	0.743674317	0.458662078	0.568367512	0.228642357	0	0.802229892	1.994217478
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-4728-01A-01R-1436-07__expression_exon.txt	0.235012528	0.194064503	0.6009193	0.642205271	0.518889047	0.667425987	0.712888105	0.77833357	0.871300293	0.878384449
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-4729-01A-01R-1436-07__expression_exon.txt	0.075122847	0.170827239	0.131853979	0.170407774	0	0.090056956	0.132854293	0	0.207815686	0.219931895
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-4730-01A-01R-1436-07__expression_exon.txt	0	0.046184822	0	0	0	0	0	0	0.033578496	0.049634414
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-4737-01A-01R-1436-07__expression_exon.txt	1.10637502	0.876981966	1.220470989	1.709974278	1.185935874	1.206820392	0.945702142	0.684387322	1.664789429	1.485175507
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-4738-01A-02R-1514-07__expression_exon.txt	1.116526053	1.512147403	1.255756482	1.225227659	1.12023907	1.937236525	1.574916596	1.285839628	1.972928764	1.553380031
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-4742-01A-02R-1514-07__expression_exon.txt	0.709793418	0.685032101	1.742598741	2.550770717	1.946113922	2.409120669	1.615917416	1.297409281	2.147525888	2.023750106
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-5356-01A-01R-1436-07__expression_exon.txt	0.016009937	0.009019493	0	0.057995712	0	0.027253558	0.005078543	0	0.035481232	0.030139695
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-5358-01A-01R-1514-07__expression_exon.txt	0.034287375	0.102967273	0.544408723	0.460967654	0.382304232	0.432889016	0.353028683	0.254869488	0.384421968	0.340305319
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-5359-01A-01R-1436-07__expression_exon.txt	0.919331155	1.205568197	1.18557146	0.913489527	0.903573765	1.789520561	1.337723322	1.104367935	1.780285992	1.490527169
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-5360-01A-01R-1436-07__expression_exon.txt	0.549183211	0.624219396	0.73010513	1.162480426	0.440004273	1.136397805	0.763731141	0.733340456	1.005349745	0.861540399
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-5364-01A-01R-1436-07__expression_exon.txt	3.376577132	3.122574516	3.210194335	3.985420996	3.515766344	4.706821881	3.483317094	2.410811207	5.745654628	6.596373276
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-5365-01A-01R-1436-07__expression_exon.txt	0.51182383	0.499762631	0.540354502	0.569184673	0.427878965	0.776551328	0.715058992	0.534848707	0.889222083	1.412927925
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-5366-01A-01R-1436-07__expression_exon.txt	0.556358762	0.752506187	0.571787688	0.496041299	0.41529039	0.746571655	1.093410959	1.142048572	1.014243688	1.564758847
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-5367-01A-01R-1436-07__expression_exon.txt	5.005851756	5.427799056	4.1765197	5.96181168	4.510195384	6.277838619	5.949401497	4.64916499	7.97859898	10.98338934
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-5369-01A-01R-1436-07__expression_exon.txt	0.192808851	0.221670194	0.184225567	0.171697149	0.106163886	0.146684453	0.106163886	0.106163886	0.220840289	0.237371268
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-5370-01A-01R-2016-07__expression_exon.txt	0.947141711	0.988191579	1.156659133	1.521184044	1.642878768	1.528441602	1.16509336	0.616079538	1.933172443	1.764851408
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-6016-01A-11R-1686-07__expression_exon.txt	0.73123989	1.002828411	1.386505301	2.167735584	1.374155862	1.970905481	1.906486511	1.526839846	2.415921162	2.204441689
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-6020-01A-11R-1686-07__expression_exon.txt	2.465204811	2.847975825	3.179360277	4.025430936	3.530315135	4.248235709	4.050002966	3.812740345	5.183564499	5.140234951
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-6021-01A-11R-1686-07__expression_exon.txt	0.058997636	0.195300529	0.231098173	0.304999162	0.14618303	0.253309526	0.14618303	0.14618303	0.23357704	0.271864303
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-6022-01A-21R-1686-07__expression_exon.txt	0.242770986	0.27139888	0.543221907	1.015688155	1.034294511	1.025947969	0.912628464	0.945640696	0.905911607	0.963848895
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-6023-01A-11R-1686-07__expression_exon.txt	0	0	0.376144874	0.376144874	0.376144874	0.376144874	0.376144874	0.376144874	0.421150991	0.418832568
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-6024-01A-11R-1686-07__expression_exon.txt	0.816258701	1.381637573	0.863562647	0.586877378	0.932099365	0.856880878	0.945295109	0.798942313	1.10370434	1.100340426
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-6988-01A-11R-1915-07__expression_exon.txt	0	0	0.59753486	0.619285525	0.733058231	0.642724992	0.523613022	0.523613022	0.667405381	0.723491953
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-6992-01A-11R-1915-07__expression_exon.txt	0.528672107	0.673178437	0.81014983	0.615738378	0.438267211	1.021062236	0.724127987	0.701227538	1.12066765	1.149197387
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-6997-01A-11R-2016-07__expression_exon.txt	0.8760641	1.10245942	1.482979584	1.642280237	1.540200661	1.773489391	1.756004025	1.864453431	2.453954937	2.700915811
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CN-6998-01A-23R-2016-07__expression_exon.txt	0.677962862	0.850277573	0.524486058	0.750806268	0.568367362	1.111425744	0.707045584	0.663095255	1.064950894	1.387306375
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-5323-01A-01R-1686-07__expression_exon.txt	0.418263273	0.781640726	4.462137878	4.646505524	2.312546528	3.874839411	2.961865148	1.927122107	4.775932194	4.216403718
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-5324-01A-01R-1686-07__expression_exon.txt	3.315599348	3.321940819	2.618219051	3.446015294	2.72230727	4.495616841	3.849653134	3.266768725	5.200470214	4.827109628
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-5330-01A-01R-1686-07__expression_exon.txt	1.06596718	1.266205561	1.670674946	2.130102914	2.575199045	2.777827743	1.557968653	0.594276703	2.625565662	3.102593451
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-5334-01A-01R-1686-07__expression_exon.txt	0	0	0.49629669	0.49629669	0.49629669	0.49629669	0.49629669	0.49629669	0.509492779	0.513364389
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-6218-01A-11R-1915-07__expression_exon.txt	0.608022509	0.622047357	0.30219067	0.319046215	0.227689369	0.317200839	0.426661161	0.341534054	0.688601896	1.261834665
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-6219-01A-11R-1915-07__expression_exon.txt	0.310870839	0.641507496	0.723712056	0.985190474	1.164025698	0.935959595	1.213546311	1.164025698	1.055752985	1.870521444
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-6220-01A-11R-1915-07__expression_exon.txt	0.354894586	0.507897051	0.364501057	0.90368683	0.724738943	0.863047902	0.63267751	0.724738943	0.80109698	0.916263184
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-6222-01A-11R-1915-07__expression_exon.txt	0.121160002	0.134447022	0.410641357	0.427727943	0.517103931	0.410525258	0.415779512	0.387827948	0.608622949	0.585435191
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-6227-01A-11R-1915-07__expression_exon.txt	0.550187355	0.692309926	0.689786058	0.976034587	0.623328265	0.996849401	0.702414208	0.519440221	1.194518284	2.379544207
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-6229-01A-11R-1915-07__expression_exon.txt	0.320660099	0.346799801	0.95550471	1.249181527	1.114134876	1.020581566	0.740931629	0.708994921	1.075001083	2.045673762
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-7065-01A-11R-2081-07__expression_exon.txt	0.852602643	0.548850528	0.43762436	0.767057688	0.373537111	0.501851385	0.23780741	0.12451237	0.799372521	1.991841091
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CQ-7068-01A-11R-2081-07__expression_exon.txt	0.043165383	0.093633563	0.13914416	0.166103154	0.109385004	0.109385004	0.109385004	0.109385004	0.188731168	0.225999646
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-5247-01A-01R-2016-07__expression_exon.txt	0	0	0	0	0	0.026215403	0.085785128	0	0.099613975	0.288799074
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-5248-01A-01R-2016-07__expression_exon.txt	0	0	0	0	0	0	0.159030911	0.159030911	0.184401858	0.172703638
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-5249-01A-01R-1514-07__expression_exon.txt	0.02092941	0.02849484	0.112888408	0.183475718	0.245645176	0.140636551	0.089074039	0	0.110218858	0.125660509
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-6471-01A-11R-1873-07__expression_exon.txt	0.598849229	0.405484205	0.539525607	0.69124861	0.677312146	0.618715166	0.50798411	0.338656073	0.811677144	0.872430129
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-6473-01A-11R-1873-07__expression_exon.txt	0.418549681	0.443801441	0.539839639	0.955172167	0.823073889	0.937424612	0.479014173	0.164614778	1.009231522	1.175419687
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-6477-01A-11R-1873-07__expression_exon.txt	0.547334374	0.523366666	0.165874324	0.202282606	0.118731095	0.230211436	0.327312748	0.356193285	0.564601625	0.614432884
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-6478-01A-11R-1873-07__expression_exon.txt	0.422573958	0.838720079	1.403047422	1.521435646	1.314019819	1.638584147	1.412529027	1.314019819	1.951025806	2.157267434
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-6481-01A-11R-1873-07__expression_exon.txt	0.021380538	0.07790886	0.137247531	0.161558688	0.101443828	0.101443828	0.101443828	0.101443828	0.14797228	0.16683812
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-6482-01A-11R-1873-07__expression_exon.txt	0.026350135	0.01762824	0.027004045	0.061964836	0	0	0	0	0.029345816	0.036837328
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-6488-01A-12R-2081-07__expression_exon.txt	1.718517789	1.819332557	1.668381975	2.313951892	1.377656033	2.340174875	1.742548712	1.185768228	3.161025185	3.74300853
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-6492-01A-12R-2081-07__expression_exon.txt	1.018080371	0.736319749	0.624645832	0.778428002	0.42317227	0.791429054	0.438421721	0.125944128	1.120211013	1.804204787
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-6493-01A-11R-1873-07__expression_exon.txt	1.411262561	2.381374203	2.41910844	2.966183192	2.621503967	2.680537835	1.812616482	1.048601587	2.794782438	2.576004462
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7364-01A-11R-2016-07__expression_exon.txt	0.125549371	0.48645673	0.523237772	0.53107416	0.729101813	0.733554343	0.89462763	1.020742538	0.752365219	0.704654767
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7369-01A-11R-2132-07__expression_exon.txt	0.935120902	0.752610805	1.233628246	1.45984075	1.777261033	1.346738768	1.06902518	0.829388482	1.746347865	1.952217627
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7372-01A-11R-2016-07__expression_exon.txt	1.587996825	1.122260201	0.858812937	1.323839727	1.11828408	1.197958264	1.236940849	1.11828408	1.609982177	1.594378833
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7373-01A-11R-2016-07__expression_exon.txt	1.034416278	1.185517364	1.2408226	1.375773911	1.536256552	1.926860831	1.750778863	1.29990939	2.108124383	2.58464227
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7374-01A-11R-2016-07__expression_exon.txt	0.931717831	0.547821366	0.532491409	0.524575815	0.738967669	0.524610636	0.606929903	0.492645113	0.926293569	1.186477913
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7377-01A-11R-2016-07__expression_exon.txt	2.691057466	2.711460092	2.796405172	4.26040503	3.370727994	4.596931229	3.463923021	3.022031995	5.495837196	5.347504748
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7379-01A-11R-2016-07__expression_exon.txt	0.173397532	0.437713337	0.142570161	0.1774692	0.334302447	0.232225364	0.18020207	0.222868298	0.347126402	0.246201008
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7382-01A-11R-2132-07__expression_exon.txt	0.05038889	0	0.16524592	0.25288406	0.234098387	0.071480423	0.106504221	0.117049193	0.099007959	0.062392692
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7385-01A-11R-2016-07__expression_exon.txt	0	0	0.237402544	0.237402544	0.237402544	0.237402544	0.237402544	0.237402544	0.237402544	0.245566844
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7389-01A-11R-2016-07__expression_exon.txt	0	0.061982678	0.225287977	0.540580319	0.234782873	0.279588765	0.140658208	0	0.227516016	0.252108781
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7392-01A-11R-2016-07__expression_exon.txt	0.412748612	0.661062396	0.761114335	0.934842312	0.882200707	1.09545533	1.019299465	0.588133804	1.448465805	3.267129108
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7393-01A-11R-2016-07__expression_exon.txt	0.11914736	0.220204893	0.202394203	0.193509958	0	0.140079448	0.082659494	0	0.461952645	0.430233192
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7398-01A-11R-2016-07__expression_exon.txt	0	0.08639147	0.152997806	0.0991772	0.131694314	0.102540611	0.085423339	0	0.119438591	0.109190933
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7399-01A-11R-2016-07__expression_exon.txt	4.736505514	4.038212528	2.839741834	5.05158212	4.658173008	4.754342784	3.627156419	2.918920099	5.963066659	7.546861484
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7401-01A-11R-2016-07__expression_exon.txt	1.166935671	0.690397247	0.392448661	1.035923695	0.92938091	0.641546473	0.3648149	0.265537403	1.180797503	1.864707042
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CR-7404-01A-11R-2132-07__expression_exon.txt	0.131264163	0.139122576	0.378050478	0.39471937	0.324043267	0.4147424	0.389727713	0.324043267	0.535719225	0.604226836
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-5432-01A-02R-1686-07__expression_exon.txt	0.409958348	0.596392625	0.13848126	0.198603782	0	0.092849394	0.042417683	0	0.557736582	1.232821374
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-5444-01A-02R-1514-07__expression_exon.txt	0.107703662	0.150779143	0.56782554	0.712465633	1.167537612	0.451991115	0.528923088	0.500373262	0.482010305	0.693125563
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-5971-01A-11R-1686-07__expression_exon.txt	0.024039202	0.171543747	0.269351011	0.168212586	0.111682127	0.327373562	0.250027103	0.111682127	0.256168268	0.374714239
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-5973-01A-11R-1686-07__expression_exon.txt	0	0	2.871621624	2.869057112	2.839262383	2.942212737	2.839262383	2.839262383	2.966657621	4.893341325
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-5977-01A-11R-1686-07__expression_exon.txt	0.110759157	0.056455524	0.397817727	0.408387764	0.58807838	0.546553761	0.32582721	0.29403919	0.490472516	0.967806583
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-5978-01A-11R-1686-07__expression_exon.txt	0.03123256	0.18026699	0.152130398	0.230138834	0	0.190775267	0.413388675	0.409697705	0.363145016	0.524468833
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-5979-01A-11R-1686-07__expression_exon.txt	1.134382266	2.200727703	2.607071217	3.45548319	2.474363158	3.35433425	2.645483663	2.474363158	4.22556815	6.294556087
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6003-01A-11R-1686-07__expression_exon.txt	0.371742259	0.718853769	0.693349788	0.558373862	0.23993784	0.843445613	0.59011739	0.5998446	0.817951785	1.350708647
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6433-01A-11R-1686-07__expression_exon.txt	0	0	0.155718899	0.155718899	0.155718899	0.155718899	0.155718899	0.155718899	0.155718899	0.179789365
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6933-01A-11R-1915-07__expression_exon.txt	0.975020347	0.833125673	0.525894546	0.563557903	0.739241946	1.01927921	0.757140259	0.739241946	1.067286318	1.569598143
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6933-11A-01R-1915-07__expression_exon.txt	1.725126195	1.942104966	1.566673287	2.548778409	2.441809456	2.670296921	1.948267324	1.260288752	2.935034219	3.255689507
