Sample	chr11:70319544-70313962:-	chr11:70333825-70331419:-	chr11:70335453-70335433:-	chr11:70336492-70336271:-	chr11:70338570-70338440:-	chr11:70346698-70346675:-	chr11:70348391-70348311:-	chr11:70349036-70348901:-	chr11:70506057-70505933:-	chr11:70507923-70507701:-	SHANK2
TCGA-CV-7099-01A	0.8016	0.4368	0.0000	0.1092	0.3919	0.0000	0.2453	0.5092	0.8371	0.1013	0.9154
TCGA-CV-7100-01A	1.1127	0.7513	0.0000	0.2726	0.7160	0.0000	0.7232	0.7097	1.1614	0.3918	1.3312
TCGA-CV-7101-01A	0.9554	0.8711	0.0250	0.3970	0.5274	0.0000	0.7945	0.9348	0.8027	0.3245	1.3424
TCGA-CV-7101-11A	0.7534	0.6710	0.0058	0.1879	0.5768	0.0000	0.5436	0.6323	0.5938	0.2975	1.0148
TCGA-CV-7102-01A	2.2003	1.7261	0.0000	0.4506	1.5568	0.0000	1.7249	1.2571	1.8300	0.6362	2.9106
TCGA-CV-7103-01A	0.1495	0.0835	0.0000	0.0869	0.1628	0.0000	0.2758	0.0747	0.0975	0.0194	0.1796
TCGA-CV-7103-11A	0.2756	0.3208	0.0000	0.0635	0.2689	0.0000	0.1095	0.2168	0.3549	0.1340	0.4189
TCGA-CV-7104-01A	1.4235	1.4051	0.0259	0.5282	1.5344	0.0045	1.4800	1.2890	1.5357	0.9238	2.3493
TCGA-CV-7177-01A	0.9020	0.9063	0.0122	0.3208	1.1166	0.0000	1.0410	1.1985	1.4623	0.6064	1.3155
TCGA-CV-7177-11A	0.8468	0.7400	0.0000	0.1516	0.3413	0.0000	0.3020	0.3908	0.6855	0.2935	1.1172
TCGA-CV-7178-01A	2.0126	1.9153	0.0000	0.4319	1.4727	0.0049	1.4247	1.1366	1.6930	0.7477	2.7188
TCGA-CV-7178-11A	0.9546	0.6081	0.0000	0.3039	0.4270	0.0000	0.9682	0.6528	0.9281	0.2979	1.1867
TCGA-CV-7180-01A	0.3068	0.1031	0.0000	0.0515	0.0436	0.0000	0.0727	0.0827	0.0686	0.0384	0.3194
TCGA-CV-7183-01A	0.4187	0.3224	0.0000	0.2010	0.4123	0.0000	0.4005	0.4706	0.3100	0.2080	0.5751
TCGA-CV-7183-11A	0.1154	0.1191	0.0000	0.0000	0.0000	0.0000	0.0000	0.0588	0.3068	0.0790	0.1950
TCGA-CV-7235-01A	1.2488	1.0125	0.0000	0.2492	0.4118	0.0000	0.5924	0.7034	0.6112	0.4255	1.5849
TCGA-CV-7235-11A	6.1016	5.5602	0.0323	2.1773	5.0361	0.0000	5.2866	5.1876	5.2551	1.8953	8.1898
TCGA-CV-7236-01A	1.8857	1.7669	0.0316	0.7456	1.8979	0.0000	2.0779	1.8125	2.0696	0.9372	2.7717
TCGA-CV-7238-01A	1.6392	0.7991	0.0000	0.3238	0.8136	0.0000	0.9350	0.9317	0.8283	0.4774	1.7975
TCGA-CV-7238-11A	1.8818	1.9056	0.0062	0.5065	1.3828	0.0000	2.4216	2.2053	1.5154	0.6748	2.5839
TCGA-CV-7242-01A	0.6117	0.5315	0.0000	0.1285	0.7606	0.0000	0.6061	0.4196	0.8883	0.2636	0.9089
TCGA-CV-7242-11A	0.1453	0.0672	0.0000	0.0429	0.1179	0.0000	0.1207	0.0657	0.0019	0.0179	0.1747
TCGA-CV-7243-01A	2.3185	1.2923	0.0000	0.2545	0.7663	0.0000	0.5886	0.7651	0.7766	0.3452	2.4935
TCGA-CV-7245-01A	1.3632	1.4177	0.0000	0.5488	0.8244	0.0000	0.9535	1.3166	1.6001	0.4945	2.0031
TCGA-CV-7245-11A	0.0707	0.0612	0.0000	0.0000	0.0000	0.0000	0.0313	0.1643	0.1991	0.0393	0.0996
TCGA-CV-7247-01A	6.1085	4.7905	0.0295	1.5075	3.5965	0.0000	3.5563	3.5846	7.1485	2.9131	8.1838
TCGA-CV-7248-01A	1.1546	0.7583	0.0163	0.3435	0.9512	0.0000	1.1460	0.8137	0.8670	0.3737	1.4261
TCGA-CV-7250-01A	0.4120	0.2854	0.0000	0.0379	0.1232	0.0000	0.1126	0.1947	0.3788	0.0841	0.5032
TCGA-CV-7250-11A	0.1974	0.2191	0.0000	0.0360	0.2338	0.0000	0.6865	0.1665	0.1518	0.0791	0.3131
TCGA-CV-7252-01A	0.6311	0.4970	0.0000	0.1603	0.2379	0.0000	0.2723	0.2731	0.8129	0.3893	0.8066
TCGA-CV-7252-11A	0.3154	0.1599	0.0000	0.0295	0.1596	0.0000	0.1032	0.2777	0.5318	0.1369	0.3689
TCGA-CV-7253-01A	0.0018	0.0062	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0047
TCGA-CV-7254-01A	0.2973	0.1786	0.0000	0.0300	0.0752	0.0000	0.0908	0.2031	0.4242	0.0604	0.4083
TCGA-CV-7255-01A	0.3698	0.4810	0.0000	0.1773	0.4664	0.0000	0.6797	0.4471	0.5130	0.1862	0.6915
TCGA-CV-7255-11A	0.6033	0.4108	0.0000	0.2932	0.2435	0.0000	0.6326	0.7174	0.6039	0.1903	0.7537
TCGA-CV-7261-01A	1.2884	1.0361	0.0087	0.3822	0.7136	0.0000	0.5260	0.7751	1.0255	0.5534	1.6124
TCGA-CV-7261-11A	0.2618	0.2948	0.0000	0.1550	0.2652	0.0000	0.4122	0.4347	0.3872	0.1260	0.4302
TCGA-CV-7263-01A	0.2822	0.2375	0.0000	0.0848	0.1703	0.0000	0.1585	0.2978	0.3928	0.0497	0.3756
TCGA-CV-7406-01A	0.6344	0.4717	0.0000	0.1648	0.4039	0.0000	0.7932	0.4496	0.4254	0.2106	0.8295
TCGA-CV-7406-11A	0.1087	0.1404	0.0000	0.0288	0.0487	0.0000	0.1576	0.0284	0.1224	0.0233	0.1778
TCGA-CV-7407-01A	2.5025	1.4892	0.0124	0.5645	1.1322	0.0000	1.5972	1.4327	1.5316	0.5321	2.8855
TCGA-CV-7410-01A	0.7426	0.7288	0.0000	0.1230	0.2142	0.0000	0.8841	0.9608	0.9991	0.3051	1.0521
TCGA-CV-7411-01A	0.2326	0.2159	0.0000	0.0758	0.0827	0.0000	0.0597	0.2126	0.1152	0.0904	0.3313
TCGA-CV-7413-01A	0.3272	0.2365	0.0000	0.1408	0.2406	0.0000	0.2319	0.2176	0.1523	0.0254	0.3970
TCGA-CV-7414-01A	3.4883	1.9905	0.0000	0.6220	1.7380	0.0000	1.6704	1.7036	2.2919	0.6937	3.9550
TCGA-CV-7415-01A	9.0254	3.9184	0.0396	1.4944	2.7663	0.0000	2.5163	2.7991	3.2849	1.3518	9.2874
TCGA-CV-7416-01A	2.0829	2.3202	0.0122	0.8761	1.8633	0.0053	2.6986	1.9973	2.6753	0.9164	3.2632
TCGA-CV-7416-11A	0.1554	0.1037	0.0000	0.0681	0.2023	0.0000	0.1162	0.0619	0.0614	0.0455	0.2020
TCGA-CV-7418-01A	1.6327	1.1851	0.0000	0.4538	0.8219	0.0000	0.6465	0.8874	1.0112	0.4482	2.0823
TCGA-CV-7421-01A	0.6792	0.5003	0.0000	0.2212	0.5783	0.0000	0.2875	0.5725	0.7474	0.1088	0.8465
TCGA-CV-7422-01A	1.2220	1.0761	0.0115	0.3802	1.1353	0.0000	1.5110	0.8222	0.9118	0.6049	1.7661
TCGA-CV-7423-01A	0.9246	0.8895	0.0000	0.3356	0.7008	0.0000	0.7820	0.8033	1.3181	0.5123	1.4324
TCGA-CV-7423-11A	0.1340	0.0492	0.0000	0.0289	0.1471	0.0000	0.0000	0.4722	0.3928	0.2064	0.2165
TCGA-CV-7424-01A	0.0971	0.0312	0.0000	0.0341	0.1367	0.0000	0.1146	0.0975	0.0233	0.0000	0.1034
TCGA-CV-7424-11A	0.5062	0.6121	0.0000	0.1731	0.1516	0.0000	0.4808	0.3727	0.3240	0.2059	0.7901
TCGA-CV-7427-01A	0.0495	0.0574	0.0000	0.0271	0.0000	0.0000	0.1483	0.1104	0.1732	0.0713	0.0877
TCGA-CV-7428-01A	0.1349	0.1015	0.0000	0.0298	0.1009	0.0000	0.0000	0.0890	0.0617	0.0179	0.1839
TCGA-CV-7429-01A	0.1591	0.1249	0.0000	0.0199	0.1532	0.0000	0.0896	0.0764	0.0945	0.0536	0.2247
TCGA-CV-7430-01A	1.0830	0.9562	0.0000	0.3798	0.9891	0.0101	0.9373	1.1549	1.3850	0.4648	1.5369
TCGA-CV-7432-01A	0.1319	0.2320	0.0064	0.0024	0.2632	0.0000	0.3015	0.3059	0.2759	0.0921	0.2576
TCGA-CV-7432-11A	7.2179	4.5432	0.0670	1.3573	3.2526	0.0059	3.1052	3.1734	4.4801	1.8880	8.3016
TCGA-CV-7433-01A	0.6185	0.4454	0.0059	0.0841	0.4501	0.0000	0.6204	0.3311	0.5175	0.2594	0.7792
TCGA-CV-7434-01A	1.6679	1.7667	0.0059	0.5667	0.8625	0.0000	1.0830	0.5965	1.2383	0.6768	2.3513
TCGA-CV-7434-11A	5.7235	4.1837	0.0062	1.9985	3.9037	0.0000	4.7055	3.8049	5.0211	2.2375	7.0473
TCGA-CV-7435-01A	1.0729	1.0024	0.0000	0.2720	0.8210	0.0000	0.9575	1.2182	1.2906	0.4301	1.4855
TCGA-CV-7437-01A	0.2439	0.1569	0.0000	0.0000	0.1084	0.0000	0.0785	0.0054	0.2887	0.1108	0.3692
TCGA-CV-7437-11A	0.2623	0.2259	0.0000	0.0385	0.1098	0.0000	0.0745	0.1065	0.1561	0.0807	0.3815
TCGA-CV-7438-01A	2.7599	1.9231	0.0000	0.6580	1.8473	0.0000	1.3358	1.3248	1.6426	0.6557	3.2347
TCGA-CV-7438-11A	0.5281	0.3545	0.0062	0.1475	0.3178	0.0000	0.2932	0.3061	0.5982	0.1428	0.6455
TCGA-CV-7440-01A	0.0503	0.0473	0.0000	0.0188	0.0192	0.0000	0.0964	0.0636	0.1595	0.0982	0.0932
TCGA-CX-7082-01A	0.5252	0.3678	0.0000	0.1488	0.2727	0.0000	0.5394	0.0850	0.2200	0.1124	0.6373
TCGA-CX-7085-01A	0.2764	0.3516	0.0065	0.2113	0.2509	0.0000	0.3788	0.2788	0.6492	0.3309	0.5022
TCGA-CX-7086-01A	0.1412	0.2598	0.0000	0.1117	0.0838	0.0000	0.3493	0.3990	0.2274	0.0927	0.3039
TCGA-CX-7219-01A	0.5780	0.5772	0.0116	0.3316	0.4743	0.0000	0.1884	0.1732	0.5703	0.3969	0.8646
TCGA-D6-6515-01A	0.5095	0.5208	0.0000	0.2281	0.2435	0.0000	0.2437	0.3313	0.5939	0.1033	0.7385
TCGA-D6-6516-01A	0.1198	0.0765	0.0000	0.0351	0.1386	0.0000	0.1341	0.0902	0.1411	0.0034	0.1859
TCGA-D6-6517-01A	2.1855	1.7574	0.0380	0.3329	0.9028	0.0000	1.5122	1.4801	1.3001	0.7906	2.8372
TCGA-D6-6823-01A	0.2491	0.1861	0.0000	0.0537	0.1178	0.0000	0.0703	0.0922	0.1922	0.0706	0.3142
TCGA-DQ-5624-01A	2.2335	1.3185	0.0052	0.4139	1.4030	0.0000	0.9128	1.3522	1.2367	0.5198	2.5961
TCGA-DQ-5625-01A	0.2483	0.2023	0.0000	0.0928	0.2521	0.0000	0.5374	0.2869	0.1048	0.0294	0.3326
TCGA-DQ-5629-01A	1.4191	1.2123	0.0000	0.5197	1.3190	0.0000	1.2221	1.0084	1.7106	0.4076	1.8963
TCGA-DQ-5630-01A	0.7757	0.5314	0.0000	0.2047	0.4645	0.0000	0.7935	0.5675	0.1818	0.0796	0.9707
TCGA-DQ-5631-01A	4.3359	3.6770	0.0713	1.0959	2.8226	0.0000	3.7629	3.8381	4.0298	1.6350	5.6035
TCGA-DQ-7588-01A	2.9293	1.9577	0.0000	0.5476	1.0534	0.0000	1.0736	0.9478	2.0061	1.0074	3.5925
TCGA-DQ-7591-01A	0.1439	0.0945	0.0000	0.0341	0.2025	0.0000	0.2340	0.1115	0.0606	0.0340	0.1883
TCGA-DQ-7592-01A	1.1687	1.0936	0.0000	0.4458	1.0445	0.0000	1.2286	1.0997	0.9928	0.4084	1.6298
TCGA-F7-7848-01A	12.9641	0.2066	0.0000	0.0112	0.0000	0.0000	0.0000	0.0000	0.0562	0.0682	9.8903
TCGA-H7-7774-01A	0.1105	0.1088	0.0000	0.0192	0.0943	0.0000	0.1368	0.0645	0.1090	0.0808	0.1626
TCGA-HD-7229-01A	2.4421	2.4032	0.0282	0.4074	1.6985	0.0000	1.4841	1.7417	2.7666	1.2839	3.5976
TCGA-HD-7753-01A	1.5429	1.3913	0.0054	0.8704	1.5592	0.0047	1.7107	1.2711	1.6691	0.6713	2.1806
TCGA-HD-7754-01A	0.0295	0.0511	0.0000	0.0245	0.1244	0.0000	0.0670	0.0000	0.0434	0.0244	0.0638
TCGA-HD-7831-01A	2.8976	2.4433	0.0089	0.9873	3.1066	0.0000	2.3824	1.7675	2.2592	0.8329	3.8114
TCGA-HD-7832-01A	0.4024	0.4464	0.0000	0.1417	0.4141	0.0000	0.2378	0.3893	0.2872	0.1880	0.6027
TCGA-IQ-7630-01A	1.8851	1.1203	0.0000	0.2399	0.7357	0.0000	0.9060	0.9153	0.9394	0.3495	2.1306
TCGA-IQ-7631-01A	0.9184	0.1826	0.0000	0.0331	0.1729	0.0000	0.2511	0.2577	0.3081	0.1235	0.8269
TCGA-IQ-7632-01A	0.6043	0.2736	0.0000	0.1422	0.3012	0.0000	0.2740	0.2611	0.3854	0.1740	0.6883
