HOMERcalled.RefSeq.ID,SH.1.promoter.count,SH.1.promoter.50bp,SH.1.promoter.density,SH.1.promoter.StartSite,SH.1.body.count,SH.1.mappable.length,SH.1.body.density,SH.1.body.StartSite,SH.1.pausing.ratio,SH.2.promoter.count,SH.2.promoter.50bp,SH.2.promoter.density,SH.2.promoter.StartSite,SH.2.body.count,SH.2.mappable.length,SH.2.body.density,SH.2.body.StartSite,SH.2.pausing.ratio,SH-1-Pausing-pValue,SH-2-Pausing-pValue,SH-1-2-Change-pValue,,,
NM_019976,97,50,1.94,108186766,126,2530,0.049802372,108187756,38.95396825,54,50,1.08,108186751,120,2587,0.046385775,108187756,23.283,1.50E-28,5.28E-14,0.162173487,,,
NM_001037758,86,50,1.72,45438294,1318,54795,0.02405329,45439224,71.50789074,52,50,1.04,45438294,780,33930,0.022988506,45439224,45.24,3.06E-24,5.46E-14,1,,,
NM_009771,86,50,1.72,45438294,1318,54795,0.02405329,45439224,71.50789074,52,50,1.04,45438294,780,33930,0.022988506,45439224,45.24,3.06E-24,5.46E-14,1,,,
NM_001190161,97,50,1.94,108186767,127,2564,0.049531981,108187722,39.16661417,54,50,1.08,108186752,122,2621,0.046547119,108187722,23.20229508,1.61E-28,5.59E-14,0.162354447,,,
NM_181649,86,50,1.72,79234916,111,4725,0.023492063,79235856,73.21621622,48,50,0.96,79234921,64,2863,0.022354174,79235856,42.945,2.93E-27,5.59E-14,1,,,
NM_026023,62,50,1.24,40547159,106,3277,0.032346659,40548144,38.33471698,52,50,1.04,40547159,81,2403,0.033707865,40548144,30.85333333,2.64E-17,5.60E-14,1,,,
NM_001205391,72,50,1.44,89652621,657,19653,0.033430011,89653586,43.07506849,55,50,1.1,89652621,467,15338,0.030447255,89653586,36.12805139,3.58E-19,5.68E-14,1,,,
NM_001205392,72,50,1.44,89652621,657,19653,0.033430011,89653586,43.07506849,55,50,1.1,89652621,467,15338,0.030447255,89653586,36.12805139,3.58E-19,5.68E-14,1,,,
NM_029846,72,50,1.44,89652621,657,19653,0.033430011,89653586,43.07506849,55,50,1.1,89652621,467,15338,0.030447255,89653586,36.12805139,3.58E-19,5.68E-14,1,,,
NM_172573,70,50,1.4,118338254,70,2953,0.023704707,118339274,59.06,46,50,0.92,118338254,44,2575,0.017087379,118339274,53.84090909,1.46E-22,5.74E-14,1,,,
NM_001163401,79,50,1.58,41707406,121,2182,0.055453712,41708316,28.4922314,46,50,0.92,41707381,19,709,0.026798307,41708316,34.33052632,5.03E-22,5.76E-14,0.001217137,,,
NM_001172054,79,50,1.58,41707406,121,2182,0.055453712,41708316,28.4922314,46,50,0.92,41707381,19,709,0.026798307,41708316,34.33052632,5.03E-22,5.76E-14,0.001217137,,,
NM_018788,79,50,1.58,65716903,586,21180,0.027667611,65715943,57.10648464,55,50,1.1,65716908,474,17486,0.0271074,65715943,40.57932489,2.17E-21,5.77E-14,0.973926193,,,
NM_175364,61,50,1.22,32887494,14,541,0.025878004,32888234,47.14428571,43,50,0.86,32887494,11,604,0.018211921,32888234,47.22181818,4.34E-20,6.10E-14,1,,,
NM_023054,69,50,1.38,88983503,15,419,0.035799523,88984508,38.548,48,50,0.96,88983483,10,365,0.02739726,88984508,35.04,5.97E-21,6.11E-14,1,,,
NM_023662,120,50,2.4,42325098,1405,43318,0.032434554,42326113,73.99516014,56,50,1.12,42325103,1078,34092,0.031620321,42326113,35.42025974,4.39E-33,6.19E-14,0.058842614,,,
NM_011083,124,50,2.48,123586947,1379,44252,0.031162433,123585972,79.58300218,56,50,1.12,123586942,1104,34759,0.031761558,123585972,35.26275362,2.52E-34,6.28E-14,0.01771285,,,
NM_026479,71,50,1.42,53138186,72,2980,0.024161074,53139191,58.77222222,48,50,0.96,53138181,66,2468,0.026742301,53139191,35.89818182,7.20E-23,6.36E-14,0.810370829,,,
NM_008143,191,50,3.82,48613857,514,4654,0.11044263,48614862,34.58809339,67,50,1.34,48613857,491,4374,0.11225423,48614862,11.93718941,4.02E-52,6.75E-14,1.60E-08,,,
NM_001199023,70,50,1.4,79158591,246,10720,0.022947761,79157801,61.00813008,48,50,0.96,79158596,143,6622,0.021594684,79157801,44.45538462,7.34E-21,6.80E-14,0.967846328,,,
NM_001199024,70,50,1.4,79158591,246,10720,0.022947761,79157801,61.00813008,48,50,0.96,79158596,143,6622,0.021594684,79157801,44.45538462,7.34E-21,6.80E-14,0.967846328,,,
NM_001199025,70,50,1.4,79158591,246,10720,0.022947761,79157801,61.00813008,48,50,0.96,79158596,143,6622,0.021594684,79157801,44.45538462,7.34E-21,6.80E-14,0.967846328,,,
NM_016915,70,50,1.4,79158591,246,10720,0.022947761,79157801,61.00813008,48,50,0.96,79158596,143,6622,0.021594684,79157801,44.45538462,7.34E-21,6.80E-14,0.967846328,,,
NM_001172100,100,50,2,148358380,456,7380,0.061788618,148357750,32.36842105,57,50,1.14,148358390,298,5460,0.054578755,148357750,20.88724832,5.57E-26,6.83E-14,0.980498036,,,
NM_027338,54,50,1.08,23303332,214,8226,0.026015074,23304332,41.51439252,52,50,1.04,23303332,170,6725,0.02527881,23304332,41.14117647,1.40E-14,7.01E-14,0.96481171,,,
NR_027831,85,50,1.7,94246914,60,2453,0.024459845,94247864,69.50166667,50,50,1,94246929,59,1770,0.033333333,94247864,30,4.21E-28,7.19E-14,0.400248397,,,
NM_018854,91,50,1.82,78349923,116,2569,0.045153756,78350938,40.30672414,50,50,1,78349918,59,1766,0.033408834,78350938,29.93220339,1.33E-26,7.19E-14,1,,,
NM_019402,91,50,1.82,55512780,147,3083,0.04768083,55513980,38.17047619,54,50,1.08,55512790,132,2667,0.049493813,55513980,21.82090909,9.12E-26,7.27E-14,0.375903014,,,
NM_172726,71,50,1.42,144077029,187,6766,0.027638191,144076039,51.37818182,52,50,1.04,144077034,175,6020,0.029069767,144076039,35.776,2.16E-20,7.56E-14,0.800064482,,,
NM_001170710,48,50,0.96,97976068,193,5371,0.035933718,97975133,26.71585492,51,50,1.02,97976068,135,4335,0.031141869,97975133,32.75333333,9.01E-13,7.76E-14,0.479129167,,,
NM_030121,48,50,0.96,97976068,193,5371,0.035933718,97975133,26.71585492,51,50,1.02,97976068,135,4335,0.031141869,97975133,32.75333333,9.01E-13,7.76E-14,0.479129167,,,
NM_001252479,86,50,1.72,114690956,436,14533,0.030000688,114690111,57.33201835,54,50,1.08,114690946,360,11878,0.030308133,114690111,35.634,6.43E-24,7.82E-14,0.672938854,,,
NM_133978,86,50,1.72,114690956,436,14533,0.030000688,114690111,57.33201835,54,50,1.08,114690946,360,11878,0.030308133,114690111,35.634,6.43E-24,7.82E-14,0.672938854,,,
NM_139001,80,50,1.6,56712886,595,18249,0.032604526,56713911,49.07294118,55,50,1.1,56712886,643,18574,0.034618284,56713911,31.77511664,1.10E-21,8.07E-14,0.175846283,,,
NM_175530,106,50,2.12,19705208,322,9219,0.034927866,19706208,60.69652174,53,50,1.06,19705233,247,6960,0.035488506,19706208,29.86882591,3.98E-31,8.08E-14,0.233574341,,,
NR_028592,80,50,1.6,128388810,69,3678,0.018760196,128389775,85.28695652,43,50,0.86,128388810,27,1379,0.019579405,128389775,43.9237037,1.10E-26,8.08E-14,0.85910391,,,
NM_026591,54,50,1.08,87723426,84,1861,0.045137023,87724466,23.92714286,51,50,1.02,87723541,73,1921,0.038001041,87724466,26.84136986,5.25E-14,8.10E-14,1,,,
NM_010171,85,50,1.7,121426840,2064,10275,0.200875912,121427455,8.462936047,65,50,1.3,121426835,871,9439,0.092276724,121427455,14.0880597,1.61E-15,8.13E-14,0.023875988,,,
NM_177242,143,50,2.86,122734382,504,17755,0.02838637,122735407,100.7525794,50,50,1,122734387,320,14239,0.022473488,122735407,44.496875,2.32E-42,8.22E-14,0.027702689,,,
NM_025700,108,50,2.16,64484229,260,10719,0.024255994,64485189,89.05015385,49,50,0.98,64484224,214,9041,0.023669948,64485189,41.40271028,1.96E-32,8.29E-14,0.04948864,,,
NM_198102,131,50,2.62,49214031,404,11345,0.035610401,49213051,73.5740099,54,50,1.08,49214026,378,10274,0.036791902,49213051,29.35428571,5.42E-39,8.41E-14,0.000305117,,,
NM_175036,107,50,2.14,101320368,172,5612,0.03064861,101321388,69.82372093,50,50,1,101320373,109,3625,0.030068966,101321388,33.25688073,1.47E-33,8.47E-14,0.694439331,,,
NM_001081183,66,50,1.32,11413160,1055,33570,0.031426869,11414105,42.00227488,55,50,1.1,11413160,680,24237,0.028056278,11414105,39.20691176,3.81E-17,8.47E-14,0.69577148,,,
NM_001164709,88,50,1.76,6047045,232,4557,0.050910687,6048145,34.57034483,55,50,1.1,6047055,178,3823,0.046560293,6048145,23.6252809,1.51E-24,8.49E-14,0.877655548,,,
NR_027008,144,50,2.88,113027188,404,4397,0.091880828,113026238,31.3449505,63,50,1.26,113027188,353,4505,0.078357381,113026238,16.08016997,2.01E-38,8.54E-14,0.002085027,,,
NR_027009,144,50,2.88,113027188,404,4397,0.091880828,113026238,31.3449505,63,50,1.26,113027188,353,4505,0.078357381,113026238,16.08016997,2.01E-38,8.54E-14,0.002085027,,,
NM_027109,58,50,1.16,71526950,47,2123,0.022138483,71526075,52.39744681,44,50,0.88,71526955,33,1635,0.020183486,71526075,43.6,6.08E-19,8.65E-14,1,,,
NM_001251834,64,50,1.28,21622938,95,2441,0.038918476,21621983,32.88926316,51,50,1.02,21622938,75,1928,0.038900415,21621983,26.2208,2.84E-18,9.08E-14,1,,,
NM_026083,81,50,1.62,75684180,473,18860,0.025079533,75685180,64.59450317,50,50,1,75684170,347,14203,0.024431458,75685180,40.93083573,1.50E-23,9.25E-14,0.932196893,,,
NM_008235,130,50,2.6,30065428,182,1206,0.150912106,30066443,17.22857143,72,50,1.44,30065413,173,1219,0.141919606,30066443,10.1465896,2.59E-31,9.38E-14,0.06869363,,,
NM_026044,89,50,1.78,24817942,168,5444,0.030859662,24818942,57.68047619,50,50,1,24817942,113,4216,0.026802657,24818942,37.30973451,5.30E-27,9.55E-14,0.972242934,,,
NM_001165902,148,50,2.96,120842591,1944,23751,0.081849185,120843696,36.16407407,59,50,1.18,120842591,1430,21417,0.066769389,120843696,17.67276923,1.32E-38,9.90E-14,0.005087331,,,
NM_007614,146,50,2.92,120842593,1972,23924,0.082427688,120843518,35.42498986,59,50,1.18,120842593,1446,21536,0.067143388,120843518,17.57432918,5.34E-38,9.95E-14,0.007334564,,,
NM_146087,139,50,2.78,61714961,1903,26570,0.07162213,61716236,38.81481871,59,50,1.18,61714961,1474,23120,0.063754325,61716236,18.50854817,5.81E-36,1.00E-13,0.006506504,,,
NM_028769,77,50,1.54,6046626,249,5058,0.049228944,6047576,31.28240964,55,50,1.1,6046616,190,4135,0.045949214,6047576,23.93947368,9.78E-21,1.01E-13,1,,,
NM_011232,68,50,1.36,10415794,91,3264,0.027879902,10416789,48.78065934,48,50,0.96,10415794,74,2453,0.030167142,10416789,31.8227027,5.41E-21,1.02E-13,1,,,
NM_010028,106,50,2.12,12858138,660,8974,0.073545799,12859148,28.82557576,61,50,1.22,12858143,581,8506,0.068304726,12859148,17.86113597,2.88E-27,1.02E-13,0.164912727,,,
NM_001081684,69,50,1.38,98183386,311,7273,0.042760896,98182786,32.27247588,52,50,1.04,98183366,201,6512,0.030866093,98182786,33.69393035,7.38E-18,1.06E-13,0.980176918,,,
NM_001081685,69,50,1.38,98183386,311,7273,0.042760896,98182786,32.27247588,52,50,1.04,98183366,201,6512,0.030866093,98182786,33.69393035,7.38E-18,1.06E-13,0.980176918,,,
NM_175428,69,50,1.38,98183386,311,7273,0.042760896,98182786,32.27247588,52,50,1.04,98183366,201,6512,0.030866093,98182786,33.69393035,7.38E-18,1.06E-13,0.980176918,,,
NM_028829,73,50,1.46,20880648,176,9045,0.019458264,20881703,75.03238636,47,50,0.94,20880628,127,6180,0.020550162,20881703,45.74173228,1.66E-22,1.06E-13,1,,,
NM_001113383,138,50,2.76,52290076,1225,28460,0.043042867,52289076,64.12212245,55,50,1.1,52290071,914,21926,0.04168567,52289076,26.38796499,9.05E-39,1.07E-13,0.007001016,,,
NM_145156,107,50,2.14,43749346,144,4925,0.029238579,43748371,73.19097222,49,50,0.98,43749351,93,3315,0.028054299,43748371,34.93225806,5.60E-33,1.07E-13,0.608427701,,,
NM_013923,84,50,1.68,36212892,527,19252,0.027373779,36211902,61.37259962,54,50,1.08,36212907,469,16613,0.028230904,36211902,38.25594883,4.81E-23,1.12E-13,0.481977259,,,
NM_008562,118,50,2.36,95462698,581,3367,0.172557173,95463643,13.67662651,71,50,1.42,95462698,433,3209,0.134933001,95463643,10.52374134,1.63E-25,1.14E-13,0.724739934,,,
NM_025301,104,50,2.08,112959536,544,4926,0.11043443,112958601,18.83470588,63,50,1.26,112959541,414,4585,0.090294438,112958601,13.95434783,5.37E-24,1.14E-13,0.72970964,,,
NM_001077638,101,50,2.02,75700575,322,11438,0.028151775,75699610,71.75391304,48,50,0.96,75700600,177,7934,0.02230905,75699610,43.03186441,1.99E-29,1.15E-13,0.990318951,,,
NM_133182,101,50,2.02,75700575,322,11438,0.028151775,75699610,71.75391304,48,50,0.96,75700600,177,7934,0.02230905,75699610,43.03186441,1.99E-29,1.15E-13,0.990318951,,,
NM_199149,57,50,1.14,20147747,458,15942,0.028729143,20146747,39.6809607,53,50,1.06,20147762,306,11503,0.026601756,20146747,39.84699346,6.87E-15,1.20E-13,0.578556852,,,
NM_001122843,92,50,1.84,87561137,867,15193,0.057065754,87562067,32.24350634,58,50,1.16,87561137,756,13903,0.054376753,87562067,21.3326455,8.12E-24,1.23E-13,0.449214435,,,
NM_172749,65,50,1.3,135020735,277,5624,0.049253201,135022215,26.39422383,51,50,1.02,135020735,159,5263,0.030210906,135022215,33.76264151,9.68E-17,1.23E-13,0.665936789,,,
NM_177798,79,50,1.58,116585590,1494,43035,0.034715929,116584530,45.512249,55,50,1.1,116585595,1179,35229,0.033466746,116584530,32.86844784,8.36E-21,1.25E-13,1,,,
NM_201406,94,50,1.88,78141944,63,3574,0.017627308,78142924,106.6526984,45,50,0.9,78141974,43,2051,0.020965383,78142924,42.92790698,5.00E-33,1.26E-13,0.766254741,,,
NM_001251833,64,50,1.28,21622938,221,7486,0.029521774,21621983,43.35782805,51,50,1.02,21622938,162,5744,0.028203343,21621983,36.16592593,8.84E-18,1.29E-13,1,,,
NM_139141,64,50,1.28,21622938,221,7486,0.029521774,21621983,43.35782805,51,50,1.02,21622938,162,5744,0.028203343,21621983,36.16592593,8.84E-18,1.29E-13,1,,,
NM_025335,104,50,2.08,90229372,1124,16905,0.066489204,90230272,31.28327402,58,50,1.16,90229347,808,13309,0.060710797,90230272,19.1069802,4.58E-26,1.30E-13,0.661018094,,,
NM_001142357,88,50,1.76,88649728,162,6224,0.026028278,88648748,67.61876543,50,50,1,88649728,126,4536,0.027777778,88648748,36,9.52E-27,1.35E-13,0.630168405,,,
NM_145477,88,50,1.76,88649728,162,6224,0.026028278,88648748,67.61876543,50,50,1,88649728,126,4536,0.027777778,88648748,36,9.52E-27,1.35E-13,0.630168405,,,
NM_011975,114,50,2.28,116662709,219,1874,0.116862327,116663709,19.51013699,66,50,1.32,116662709,232,1946,0.119218911,116663709,11.07206897,1.29E-27,1.38E-13,0.026673561,,,
NM_144831,67,50,1.34,101594340,487,16597,0.029342652,101595270,45.66731006,53,50,1.06,101594340,336,12491,0.026899368,101595270,39.40613095,7.04E-18,1.40E-13,0.988156819,,,
NM_001115087,69,50,1.38,59117617,14,404,0.034653465,59116637,39.82285714,53,50,1.06,59117622,20,406,0.049261084,59116637,21.518,3.37E-21,1.41E-13,0.588470578,,,
NM_027088,45,50,0.9,32064665,180,5141,0.035012643,32065675,25.705,54,50,1.08,32064675,165,4305,0.038327526,32065675,28.17818182,6.85E-12,1.43E-13,0.806838626,,,
NM_026401,82,50,1.64,58445101,59,1228,0.048045603,58446076,34.13423729,54,50,1.08,58445101,59,1192,0.049496644,58446076,21.81966102,1.04E-23,1.44E-13,0.534611319,,,
NM_130454,53,50,1.06,115794796,447,17313,0.025818749,115793806,41.05543624,49,50,0.98,115794796,291,13588,0.021415955,115793806,45.76027491,7.73E-15,1.44E-13,0.543651492,,,
NM_001081081,138,50,2.76,52290076,2185,43232,0.050541266,52289076,54.60884211,55,50,1.1,52290071,1653,35350,0.046760962,52289076,23.52389595,8.97E-37,1.45E-13,0.003686012,,,
NM_027188,76,50,1.52,181448164,1854,88343,0.020986383,181447134,72.42791802,51,50,1.02,181448159,1403,64963,0.021596909,181447134,47.22898076,4.01E-21,1.46E-13,1,,,
NM_026776,51,50,1.02,101115042,90,3013,0.029870561,101116057,34.14733333,46,50,0.92,101115037,54,2052,0.026315789,101116057,34.96,9.24E-15,1.47E-13,0.630250374,,,
NM_001079822,63,50,1.26,72739190,2553,88738,0.028770087,72737950,43.79548766,51,50,1.02,72739195,1576,62414,0.025250745,72737950,40.39484772,2.99E-17,1.53E-13,0.683768269,,,
NM_009332,63,50,1.26,72739190,2553,88738,0.028770087,72737950,43.79548766,51,50,1.02,72739195,1576,62414,0.025250745,72737950,40.39484772,2.99E-17,1.53E-13,0.683768269,,,
NM_026033,51,50,1.02,3647991,109,3351,0.032527604,3646936,31.35798165,49,50,0.98,3647971,104,3129,0.033237456,3646936,29.48480769,1.89E-14,1.58E-13,1,,,
NM_026046,109,50,2.18,13404209,251,7060,0.035552408,13403209,61.31792829,51,50,1.02,13404194,178,5828,0.03054221,13403209,33.39640449,1.36E-31,1.65E-13,0.310510584,,,
NM_022813,70,50,1.4,57408761,298,10633,0.028025957,57409751,49.95369128,51,50,1.02,57408746,179,7365,0.024304141,57409751,41.96815642,2.53E-19,1.67E-13,0.897655797,,,
NM_175094,40,50,0.8,102913595,460,19039,0.024160933,102912670,33.11130435,49,50,0.98,102913605,320,13384,0.023909145,102912670,40.9885,6.46E-11,1.67E-13,0.1636976,,,
NM_008234,41,50,0.82,39005440,255,10839,0.023526156,39006480,34.85482353,53,50,1.06,39005445,380,13081,0.029049767,39006480,36.48910526,1.83E-11,1.68E-13,1,,,
NM_175128,76,50,1.52,100051868,81,3228,0.025092937,100050893,60.57481481,44,50,0.88,100051863,38,1798,0.021134594,100050893,41.63789474,1.86E-24,1.73E-13,0.991358612,,,
NR_045036,111,50,2.22,129419552,1530,27589,0.055456885,129418547,40.03109804,58,50,1.16,129419547,1240,25690,0.048267808,129418547,24.03258065,4.91E-29,1.73E-13,0.127974728,,,
NM_025305,52,50,1.04,115465480,23,843,0.027283511,115466465,38.11826087,45,50,0.9,115465475,29,1168,0.024828767,115466465,36.24827586,2.31E-16,1.79E-13,0.856384647,,,
NM_134034,125,50,2.5,29072952,686,21801,0.031466446,29073907,79.44970845,53,50,1.06,29072957,399,14245,0.028009828,29073907,37.84385965,1.16E-35,1.80E-13,0.463817534,,,
NM_001110309,70,50,1.4,20297195,376,11476,0.032764029,20296190,42.72978723,52,50,1.04,20297200,264,9370,0.028175027,20296190,36.91212121,4.77E-19,1.87E-13,1,,,
NM_146221,70,50,1.4,20297195,376,11476,0.032764029,20296190,42.72978723,52,50,1.04,20297200,264,9370,0.028175027,20296190,36.91212121,4.77E-19,1.87E-13,1,,,
NM_029365,58,50,1.16,52147726,198,6379,0.031039348,52146736,37.37191919,50,50,1,52147726,142,4595,0.030903156,52146736,32.35915493,5.82E-16,1.92E-13,0.961684846,,,
NR_027785,89,50,1.78,106640824,165,5119,0.032232858,106639829,55.22315152,49,50,0.98,106641079,111,4663,0.023804418,106639829,41.16882883,4.69E-27,1.97E-13,0.932765865,,,
NM_008753,37,50,0.74,80289836,56,996,0.0562249,80290401,13.16142857,49,50,0.98,80289831,40,962,0.041580042,80290401,23.569,7.85E-09,2.06E-13,0.38841461,,,
NM_026810,60,50,1.2,111174047,112,5502,0.020356234,111173112,58.95,46,50,0.92,111174047,122,5582,0.021855966,111173112,42.09377049,1.45E-17,2.07E-13,0.663029615,,,
NM_001131068,63,50,1.26,76156009,106,3670,0.028882834,76155054,43.6245283,47,50,0.94,76156004,72,2745,0.026229508,76155054,35.8375,9.17E-19,2.09E-13,1,,,
NM_008765,86,50,1.72,58561803,272,12260,0.022185971,58560763,77.52647059,48,50,0.96,58561803,240,10141,0.023666305,58560763,40.564,4.26E-26,2.15E-13,0.245301134,,,
NM_001040683,79,50,1.58,17723023,1205,37194,0.032397699,17722023,48.76889627,54,50,1.08,17723018,982,32414,0.030295551,17722023,35.64879837,6.76E-21,2.16E-13,0.914878547,,,
NM_033609,79,50,1.58,17723023,1205,37194,0.032397699,17722023,48.76889627,54,50,1.08,17723018,982,32414,0.030295551,17722023,35.64879837,6.76E-21,2.16E-13,0.914878547,,,
NM_001077529,73,50,1.46,93817237,170,3400,0.05,93816002,29.2,57,50,1.14,93817237,201,3121,0.064402435,93816002,17.70119403,4.13E-19,2.19E-13,0.384346068,,,
NM_023547,27,50,0.54,83075168,22,1045,0.021052632,83074023,25.65,46,50,0.92,83075168,17,617,0.027552674,83074023,33.39058824,5.38E-08,2.24E-13,0.447864997,,,
NM_008705,72,50,1.44,93817236,177,3631,0.048746902,93816321,29.54033898,57,50,1.14,93817236,203,3274,0.062003665,93816321,18.38600985,1.03E-19,2.24E-13,0.480302035,,,
NM_025338,48,50,0.96,155205813,31,662,0.046827795,155206378,20.50064516,48,50,0.96,155205808,24,621,0.038647343,155206378,24.84,2.76E-12,2.26E-13,0.992945863,,,
NM_001142731,56,50,1.12,15222136,417,20410,0.020431161,15221091,54.81822542,49,50,0.98,15222121,402,17656,0.022768464,15221091,43.04199005,8.35E-16,2.26E-13,1,,,
NM_001252534,71,50,1.42,32218773,209,7530,0.027755644,32219718,51.16076555,50,50,1,32218773,151,5288,0.028555219,32219718,35.01986755,3.44E-20,2.26E-13,1,,,
NM_001252537,71,50,1.42,32218773,209,7530,0.027755644,32219718,51.16076555,50,50,1,32218773,151,5288,0.028555219,32219718,35.01986755,3.44E-20,2.26E-13,1,,,
NM_028412,71,50,1.42,32218773,209,7530,0.027755644,32219718,51.16076555,50,50,1,32218773,151,5288,0.028555219,32219718,35.01986755,3.44E-20,2.26E-13,1,,,
NM_001252536,69,50,1.38,32218775,213,7591,0.028059544,32219530,49.18112676,50,50,1,32218775,151,5288,0.028555219,32219530,35.01986755,1.73E-19,2.26E-13,1,,,
NM_001252538,69,50,1.38,32218775,213,7591,0.028059544,32219530,49.18112676,50,50,1,32218775,151,5288,0.028555219,32219530,35.01986755,1.73E-19,2.26E-13,1,,,
NM_172943,82,50,1.64,60351515,756,14571,0.051883879,60352185,31.60904762,53,50,1.06,60351170,487,12093,0.040271231,60352185,26.32151951,6.10E-21,2.30E-13,1,,,
NM_172665,68,50,1.36,71711374,139,6070,0.022899506,71712329,59.38992806,46,50,0.92,71711374,60,2845,0.021089631,71712329,43.62333333,5.90E-20,2.30E-13,0.478328625,,,
NR_027872,113,50,2.26,115224597,21,204,0.102941176,115223992,21.95428571,70,50,1.4,115224597,25,220,0.113636364,115223992,12.32,8.10E-27,2.31E-13,0.429550949,,,
NM_001033474,133,50,2.66,112366072,132,2111,0.062529607,112365082,42.53984848,53,50,1.06,112366067,84,1625,0.051692308,112365082,20.50595238,5.88E-40,2.33E-13,0.300335803,,,
NM_026554,55,50,1.1,31948662,92,3891,0.023644307,31949632,46.52282609,48,50,0.96,31948687,93,3631,0.025612779,31949632,37.48129032,3.72E-16,2.38E-13,1,,,
NM_145390,93,50,1.86,87561134,892,15446,0.057749579,87561814,32.20802691,57,50,1.14,87561134,775,14138,0.054816806,87561814,20.79654194,4.35E-24,2.39E-13,0.36922738,,,
NM_027541,89,50,1.78,95659716,381,12332,0.030895232,95658676,57.61406824,52,50,1.04,95659721,306,9993,0.030621435,95658676,33.96313725,4.30E-25,2.41E-13,0.558671846,,,
NM_026994,125,50,2.5,91728877,705,21157,0.033322305,91728047,75.0248227,53,50,1.06,91728877,510,16206,0.031469826,91728047,33.68305882,1.31E-35,2.42E-13,0.046346542,,,
NM_133679,125,50,2.5,91728877,705,21157,0.033322305,91728047,75.0248227,53,50,1.06,91728877,510,16206,0.031469826,91728047,33.68305882,1.31E-35,2.42E-13,0.046346542,,,
NM_133954,129,50,2.58,97856184,183,6499,0.028158178,97857184,91.6252459,49,50,0.98,97856184,119,4813,0.024724704,97857184,39.63647059,1.23E-41,2.43E-13,0.140564764,,,
NM_001039189,36,50,0.72,36209720,1558,75564,0.020618284,36210280,34.92046213,50,50,1,36209730,1008,46343,0.021750858,36210280,45.97519841,1.49E-09,2.43E-13,0.023875988,,,
NM_024274,36,50,0.72,36209720,1558,75564,0.020618284,36210280,34.92046213,50,50,1,36209730,1008,46343,0.021750858,36210280,45.97519841,1.49E-09,2.43E-13,0.023875988,,,
NM_001164071,89,50,1.78,61431199,826,26383,0.031308039,61432154,56.85440678,53,50,1.06,61431189,531,18748,0.028323021,61432154,37.42538606,3.90E-24,2.52E-13,1,,,
NM_001164072,89,50,1.78,61431199,826,26383,0.031308039,61432154,56.85440678,53,50,1.06,61431189,531,18748,0.028323021,61432154,37.42538606,3.90E-24,2.52E-13,1,,,
NM_009145,140,50,2.8,58430207,1952,44708,0.04366109,58431047,64.13032787,54,50,1.08,58430202,1408,36478,0.038598607,58431047,27.98028409,7.90E-39,2.59E-13,0.005489793,,,
NM_001161782,67,50,1.34,65266125,213,6396,0.033302064,65267020,40.23774648,50,50,1,65266150,161,4814,0.033444121,65267020,29.90062112,7.94E-19,2.67E-13,1,,,
NM_053084,67,50,1.34,65266125,213,6396,0.033302064,65267020,40.23774648,50,50,1,65266150,161,4814,0.033444121,65267020,29.90062112,7.94E-19,2.67E-13,1,,,
NM_001076554,117,50,2.34,29821195,1859,45336,0.041004941,29822080,57.06629371,54,50,1.08,29821195,1532,40218,0.038092396,29822080,28.35211488,5.88E-32,2.68E-13,0.018779759,,,
NM_001177667,117,50,2.34,29821195,1859,45336,0.041004941,29822080,57.06629371,54,50,1.08,29821195,1532,40218,0.038092396,29822080,28.35211488,5.88E-32,2.68E-13,0.018779759,,,
NM_001177668,117,50,2.34,29821195,1859,45336,0.041004941,29822080,57.06629371,54,50,1.08,29821195,1532,40218,0.038092396,29822080,28.35211488,5.88E-32,2.68E-13,0.018779759,,,
NM_031166,102,50,2.04,48356481,75,1304,0.057515337,48357796,35.4688,42,50,0.84,48356481,12,591,0.020304569,48357796,41.37,1.02E-29,2.68E-13,0.140075753,,,
NM_175341,92,50,1.84,120674921,8566,126627,0.0676475,120675891,27.19982255,58,50,1.16,120675201,6516,115889,0.056226216,120675891,20.63094537,5.29E-23,2.71E-13,0.837062422,,,
NM_207515,92,50,1.84,120674921,8566,126627,0.0676475,120675891,27.19982255,58,50,1.16,120675201,6516,115889,0.056226216,120675891,20.63094537,5.29E-23,2.71E-13,0.837062422,,,
NM_019996,90,50,1.8,56732665,210,7209,0.029130254,56733525,61.79142857,50,50,1,56732665,165,5779,0.028551653,56733525,35.02424242,1.01E-26,2.84E-13,0.547336328,,,
NM_011297,120,50,2.4,25309948,311,4012,0.077517448,25310903,30.9607717,64,50,1.28,25309948,375,3837,0.097732604,25310903,13.09696,2.37E-32,2.89E-13,0.000263663,,,
NM_207634,120,50,2.4,25309948,311,4012,0.077517448,25310903,30.9607717,64,50,1.28,25309948,375,3837,0.097732604,25310903,13.09696,2.37E-32,2.89E-13,0.000263663,,,
NM_207635,120,50,2.4,25309948,311,4012,0.077517448,25310903,30.9607717,64,50,1.28,25309948,375,3837,0.097732604,25310903,13.09696,2.37E-32,2.89E-13,0.000263663,,,
NM_001081221,78,50,1.56,33326727,716,26600,0.026917293,33327707,57.95530726,53,50,1.06,33326727,622,22224,0.027987761,33327707,37.87369775,3.33E-22,2.94E-13,0.724258232,,,
