HOMERcalled.RefSeq.ID,SH.1.promoter.count,SH.1.promoter.50bp,SH.1.promoter.density,SH.1.promoter.StartSite,SH.1.body.count,SH.1.mapped.length,SH.1.body.density,SH.1.body.StartSite,SH.1.pausing.ratio,SH.2.promoter.count,SH.2.promoter.50bp,SH.2.promoter.density,SH.2.promoter.StartSite,SH.2.body.count,SH.2.mapped.length,SH.2.body.density,SH.2.body.StartSite,SH.2.pausing.ratio,SH-1-Pausing-pValue,SH-2-Pausing-pValue,SH-1-2-Change-pValue
NM_001167696,102,50,2.04,134847833,550,9355,0.05879209,134846833,34.69854545,77,50,1.54,134847858,622,10461,0.059458943,134846833,25.90022508,6.27E-28,6.09E-20,0.096653736
NM_175483,82,50,1.64,56775898,565,7082,0.079779723,56775178,20.55660177,84,50,1.68,56775998,711,7512,0.094648562,56775178,17.74987342,1.26E-19,6.11E-20,0.551013784
NM_001167693,102,50,2.04,134847833,556,9428,0.058973271,134846943,34.59194245,77,50,1.54,134847858,628,10571,0.059407814,134846943,25.92251592,6.52E-28,6.20E-20,0.096653736
NM_001167694,102,50,2.04,134847833,556,9428,0.058973271,134846943,34.59194245,77,50,1.54,134847858,628,10571,0.059407814,134846943,25.92251592,6.52E-28,6.20E-20,0.096653736
NM_001167700,102,50,2.04,134847833,556,9428,0.058973271,134846943,34.59194245,77,50,1.54,134847858,628,10571,0.059407814,134846943,25.92251592,6.52E-28,6.20E-20,0.096653736
NM_001163430,94,50,1.88,81090287,274,2665,0.102814259,81089067,18.28540146,83,50,1.66,81090297,275,3103,0.088623912,81089067,18.73083636,1.24E-22,6.26E-20,0.813629204
NR_027985,78,50,1.56,19794886,213,1810,0.117679558,19795871,13.25633803,81,50,1.62,19794886,199,2186,0.091033852,19795871,17.79557789,2.91E-17,6.48E-20,0.864675489
NM_010809,67,50,1.34,7445857,210,4150,0.05060241,7446822,26.48095238,73,50,1.46,7445857,229,4459,0.051356806,7446822,28.42855895,3.94E-18,6.60E-20,1
NR_033219,80,50,1.6,7400911,97,969,0.100103199,7399956,15.98350515,80,50,1.6,7400926,93,1003,0.092721834,7399956,17.25591398,4.74E-19,6.72E-20,1
NM_026951,70,50,1.4,3467478,135,2388,0.056532663,3466648,24.76444444,70,50,1.4,3467588,137,3050,0.044918033,3466648,31.16788321,5.71E-19,6.76E-20,1
NM_181061,79,50,1.58,105019045,481,8199,0.058665691,105020035,26.93226611,75,50,1.5,105019025,359,7498,0.047879435,105020035,31.32869081,7.16E-21,6.85E-20,0.507345593
NM_146229,126,50,2.52,114597944,1484,19691,0.07536438,114598949,33.43754717,82,50,1.64,114597944,1422,20474,0.069453942,114598949,23.61277075,7.00E-33,6.89E-20,0.080794838
NM_007460,159,50,3.18,80204971,2745,24284,0.113037391,80203956,28.13228415,86,50,1.72,80204971,2489,24974,0.09966365,80203956,17.25804741,7.80E-40,7.01E-20,0.003071353
NM_175523,77,50,1.54,57485430,250,5674,0.044060627,57484420,34.95184,71,50,1.42,57485440,322,8347,0.038576734,57484420,36.80975155,3.76E-21,7.09E-20,0.312301904
NM_015792,95,50,1.9,11699079,1418,18941,0.074864052,11698154,25.37933709,82,50,1.64,11699089,1477,20121,0.073405894,11698154,22.34153013,9.97E-24,7.14E-20,0.585810417
NM_007477,90,50,1.8,103828080,975,10899,0.089457748,103829185,20.12123077,81,50,1.62,103828075,856,10995,0.07785357,103829185,20.80829439,1.61E-21,7.14E-20,1
NM_198653,93,50,1.86,187153265,1586,21769,0.072855896,187152280,25.52984868,82,50,1.64,187153265,1526,21529,0.070881137,187152280,23.13732634,4.38E-23,7.37E-20,0.869703647
NM_007691,77,50,1.54,36534198,646,9487,0.06809318,36533243,22.61606811,80,50,1.6,36534208,599,9376,0.063886519,36533243,25.04440735,5.76E-19,7.45E-20,0.850984451
NM_001042558,135,50,2.7,90545398,4367,54023,0.08083594,90544488,33.40098466,83,50,1.66,90545398,5230,61090,0.085611393,90544488,19.38994264,7.86E-35,7.52E-20,9.19E-05
NM_009684,135,50,2.7,90545398,4367,54023,0.08083594,90544488,33.40098466,83,50,1.66,90545398,5230,61090,0.085611393,90544488,19.38994264,7.86E-35,7.52E-20,9.19E-05
NM_025841,108,50,2.16,144165504,1427,12374,0.11532245,144166499,18.7300911,85,50,1.7,144165504,1294,12735,0.101609737,144166499,16.73068006,1.65E-25,7.68E-20,0.711159682
NM_144528,103,50,2.06,79229587,361,4543,0.07946291,79228697,25.92404432,77,50,1.54,79229592,284,4240,0.066981132,79228697,22.9915493,7.83E-27,7.93E-20,0.982285817
NR_027505,103,50,2.06,79229587,361,4543,0.07946291,79228697,25.92404432,77,50,1.54,79229592,284,4240,0.066981132,79228697,22.9915493,7.83E-27,7.93E-20,0.982285817
NM_029271,111,50,2.22,14705319,85,1015,0.083743842,14704304,26.50941176,82,50,1.64,14705319,93,955,0.097382199,14704304,16.84086022,2.74E-31,8.04E-20,0.27208065
NM_013744,91,50,1.82,50745137,78,2052,0.038011696,50744137,47.88,68,50,1.36,50745137,105,2518,0.041699762,50744137,32.61409524,9.72E-29,8.20E-20,0.078125692
NM_172473,111,50,2.22,45297690,4202,63426,0.066250434,45298635,33.50921466,79,50,1.58,45297685,3437,61914,0.055512485,45298635,28.46206576,4.72E-29,8.41E-20,0.715177141
NM_020046,70,50,1.4,112132243,270,5618,0.048059808,112131573,29.13037037,73,50,1.46,112132228,245,5919,0.041392127,112131573,35.27240816,9.66E-19,8.55E-20,0.826878299
NM_029682,77,50,1.54,34266750,2299,28982,0.079325098,34267760,19.4137799,86,50,1.72,34266745,3656,36016,0.10151044,34267760,16.94407002,2.21E-18,8.55E-20,0.161389085
NM_027950,106,50,2.12,121961072,144,3171,0.045411542,121962062,46.68416667,76,50,1.52,121961062,239,3658,0.065336249,121962062,23.26426778,6.33E-32,8.67E-20,0.000221962
NM_153557,131,50,2.62,25316454,6,101,0.059405941,25315614,44.10333333,67,50,1.34,25316454,4,180,0.022222222,25315614,60.3,1.14E-29,8.82E-20,0.95351197
NM_001039202,90,50,1.8,77183174,841,10216,0.082321848,77183854,21.86539834,81,50,1.62,77183174,993,12475,0.079599198,77183854,20.35196375,1.24E-21,8.85E-20,0.348216047
NM_007414,131,50,2.62,38452369,423,4508,0.093833185,38451769,27.92189125,85,50,1.7,38452369,462,4677,0.09878127,38451769,17.20974026,1.53E-34,8.86E-20,0.012741737
NM_026242,68,50,1.36,37187993,60,360,0.166666667,37186993,8.16,91,50,1.82,37187988,51,363,0.140495868,37186993,12.95411765,6.68E-12,9.12E-20,0.323403972
NR_028363,95,50,1.9,83105266,141,1325,0.106415094,83106201,17.85460993,81,50,1.62,83105221,148,1524,0.097112861,83106201,16.68162162,4.21E-23,9.54E-20,0.638172454
NM_011794,90,50,1.8,187156093,521,9999,0.052105211,187157038,34.54548944,76,50,1.52,187156093,554,11221,0.049371714,187157038,30.78685921,3.25E-24,9.75E-20,0.502144442
NM_001033128,64,50,1.28,4906597,362,7017,0.051588998,4905627,24.81149171,75,50,1.5,4906702,408,8516,0.047909817,4905627,31.30882353,1.63E-16,9.75E-20,0.999994843
NM_153082,63,50,1.26,4082999,455,9348,0.048673513,4083574,25.88676923,72,50,1.44,4083004,490,11365,0.043114826,4083574,33.39918367,5.07E-16,9.77E-20,0.974427537
NM_001199321,50,50,1,25101665,275,5697,0.04827102,25100685,20.71636364,74,50,1.48,25101670,318,6750,0.047111111,25100685,31.41509434,1.88E-12,9.89E-20,0.573331437
NM_009568,50,50,1,25101665,275,5697,0.04827102,25100685,20.71636364,74,50,1.48,25101670,318,6750,0.047111111,25100685,31.41509434,1.88E-12,9.89E-20,0.573331437
NM_009499,131,50,2.62,19857158,1656,11106,0.14910859,19856203,17.57108696,91,50,1.82,19857603,1487,11171,0.133112523,19856203,13.67264291,3.91E-30,1.00E-19,0.293973821
NM_175401,98,50,1.96,50513276,740,9046,0.081804112,50514246,23.95967568,80,50,1.6,50513271,709,9460,0.074947146,50514246,21.348378,3.94E-24,1.03E-19,0.685408552
NM_008683,138,50,2.76,56290683,506,5647,0.0896051,56289743,30.80181818,82,50,1.64,56290688,492,5793,0.084930088,56289743,19.31,2.60E-36,1.06E-19,0.018475442
NM_001163791,96,50,1.92,87823841,629,5858,0.107374531,87824531,17.88133545,82,50,1.64,87823841,492,5288,0.093040847,87824531,17.62666667,9.08E-23,1.06E-19,0.895691554
NM_019716,96,50,1.92,87823841,629,5858,0.107374531,87824531,17.88133545,82,50,1.64,87823841,492,5288,0.093040847,87824531,17.62666667,9.08E-23,1.06E-19,0.895691554
NR_028268,96,50,1.92,87823841,629,5858,0.107374531,87824531,17.88133545,82,50,1.64,87823841,492,5288,0.093040847,87824531,17.62666667,9.08E-23,1.06E-19,0.895691554
NM_008545,101,50,2.02,121781578,0,0,0,121780828,NA,83,50,1.66,121781588,4,110,0.036363636,121780828,45.65,NA,1.10E-19,0.218620709
NM_008212,87,50,1.74,130974965,833,16339,0.050982312,130973955,34.12948379,77,50,1.54,130974965,901,18443,0.048853223,130973955,31.52299667,8.44E-23,1.11E-19,0.559061609
NM_172414,79,50,1.58,86629636,118,2706,0.0436068,86630541,36.23288136,68,50,1.36,86629626,111,3011,0.036864829,86630541,36.89153153,1.53E-22,1.13E-19,0.960208484
NM_009196,118,50,2.36,104442576,4700,17415,0.269882285,104443591,8.744553191,106,50,2.12,104442576,4262,17492,0.243654242,104443591,8.700854059,1.95E-21,1.15E-19,1
NM_011188,63,50,1.26,21291116,1126,10970,0.102643573,21292101,12.27548845,84,50,1.68,21291116,1060,11351,0.093383843,21292101,17.99026415,8.25E-14,1.16E-19,0.236129546
NM_001243065,124,50,2.48,88100578,2059,17246,0.119390003,88102038,20.77225838,88,50,1.76,88100568,1870,17266,0.10830534,88102038,16.25035294,7.23E-30,1.22E-19,0.342083445
NM_054070,99,50,1.98,126002057,1299,15816,0.082132018,126002762,24.10752887,81,50,1.62,126001832,1307,17299,0.0755535,126002762,21.44175976,5.88E-25,1.23E-19,0.516815127
NR_028260,99,50,1.98,126002057,1299,15816,0.082132018,126002762,24.10752887,81,50,1.62,126001832,1307,17299,0.0755535,126002762,21.44175976,5.88E-25,1.23E-19,0.516815127
NM_153806,46,50,0.92,121977372,599,6768,0.088504728,121978332,10.39492487,79,50,1.58,121977312,554,7041,0.078682005,121978332,20.08083032,2.16E-09,1.26E-19,0.018631618
NM_145415,117,50,2.34,194956410,1267,16273,0.07785903,194955445,30.05431728,81,50,1.62,194956415,1366,17803,0.076728641,194955445,21.1133675,2.46E-30,1.28E-19,0.035316693
NR_045276,114,50,2.28,3352571,300,3002,0.099933378,3353486,22.8152,83,50,1.66,3352571,334,3344,0.099880383,3353486,16.61988024,6.26E-29,1.30E-19,0.090372876
NM_001167939,121,50,2.42,72566538,1370,16267,0.084219586,72565633,28.73440876,81,50,1.62,72566538,1396,16685,0.083667965,72565633,19.36224928,2.36E-30,1.31E-19,0.046694695
NM_028993,121,50,2.42,72566538,1370,16267,0.084219586,72565633,28.73440876,81,50,1.62,72566538,1396,16685,0.083667965,72565633,19.36224928,2.36E-30,1.31E-19,0.046694695
NM_010728,84,50,1.68,52689532,367,6192,0.059270026,52688362,28.34485014,74,50,1.48,52689537,350,6398,0.054704595,52688362,27.0544,9.82E-22,1.32E-19,0.914581465
NM_001013367,133,50,2.66,5093921,2605,25591,0.101793599,5094861,26.13130902,85,50,1.7,5093921,2457,26171,0.093882542,5094861,18.10773301,2.27E-33,1.32E-19,0.063008352
NM_001039201,89,50,1.78,77183157,1198,15818,0.075736503,77184157,23.50253756,81,50,1.62,77183177,1415,18627,0.075964997,77184157,21.32561131,4.49E-22,1.33E-19,0.38613171
NM_021895,95,50,1.9,29747264,7923,55206,0.143517009,29746299,13.23884892,92,50,1.84,29747264,7624,56736,0.134376763,29746299,13.69284365,1.79E-20,1.33E-19,1
NM_177185,119,50,2.38,38383425,2467,39768,0.062034802,38384925,38.36556141,78,50,1.56,38383425,2274,41130,0.055288111,38384925,28.21583113,1.30E-31,1.33E-19,0.145208804
NM_029826,90,50,1.8,77183174,1254,16112,0.077830189,77183854,23.12727273,81,50,1.62,77183174,1463,18928,0.077292899,77183854,20.95923445,2.44E-22,1.37E-19,0.389006653
NM_001163728,67,50,1.34,72028660,51,945,0.053968254,72029640,24.82941176,68,50,1.36,72028650,43,888,0.048423423,72029640,28.0855814,1.09E-18,1.38E-19,0.823916101
NM_016924,98,50,1.96,87440527,60,1317,0.045558087,87439837,43.022,62,50,1.24,87440522,50,1603,0.031191516,87439837,39.7544,9.34E-31,1.38E-19,0.658722647
NM_026075,72,50,1.44,105607284,621,9837,0.063129003,105608319,22.81043478,76,50,1.52,105607284,666,10944,0.060855263,105608319,24.9772973,1.62E-17,1.38E-19,1
NM_025289,101,50,2.02,37464612,598,5278,0.113300493,37463897,17.82869565,85,50,1.7,37464622,549,5347,0.102674397,37463897,16.5571949,2.00E-23,1.38E-19,0.899971405
NM_001081009,83,50,1.66,117814123,15063,127719,0.1179386,117813323,14.07512049,89,50,1.78,117814168,15439,133165,0.115938873,117813323,15.35291794,4.84E-18,1.39E-19,0.991279096
NM_001083937,75,50,1.5,7461465,510,5653,0.090217584,7462370,16.62647059,78,50,1.56,7461450,431,6076,0.070934826,7462370,21.99201856,1.20E-17,1.39E-19,0.597778108
NM_010922,110,50,2.2,18876625,173,2316,0.074697755,18875730,29.45202312,76,50,1.52,18876635,164,2444,0.06710311,18875730,22.65170732,1.89E-30,1.42E-19,0.361081018
NM_172255,82,50,1.64,136735672,1259,21548,0.058427696,136736377,28.06888006,77,50,1.54,136735677,1118,21213,0.052703531,136736377,29.22005367,4.79E-21,1.44E-19,0.956864385
NM_023136,104,50,2.08,95698456,48,384,0.125,95697511,16.64,85,50,1.7,95698451,50,433,0.115473441,95697511,14.722,1.91E-24,1.47E-19,0.722578971
NM_078484,75,50,1.5,7461465,534,6033,0.088513178,7462370,16.94662921,78,50,1.56,7461450,442,6395,0.069116497,7462370,22.57058824,1.32E-17,1.49E-19,0.518507073
NM_009632,73,50,1.46,51427616,325,5530,0.058770344,51428621,24.84246154,73,50,1.46,51427616,289,5468,0.052852963,51428621,27.62380623,1.93E-18,1.52E-19,0.865891543
NM_010547,98,50,1.96,71674950,1251,14065,0.088944188,71676020,22.03629097,84,50,1.68,71674945,1334,15128,0.088180857,71676020,19.05175412,1.14E-23,1.52E-19,0.481070024
NM_178590,98,50,1.96,71674950,1251,14065,0.088944188,71676020,22.03629097,84,50,1.68,71674945,1334,15128,0.088180857,71676020,19.05175412,1.14E-23,1.52E-19,0.481070024
NM_026493,128,50,2.56,10028404,3369,47448,0.071004047,10029299,36.05428317,78,50,1.56,10028344,3166,48834,0.064831879,10029299,24.06223626,6.68E-33,1.56E-19,0.033242755
NM_013712,87,50,1.74,98644628,522,3093,0.168768186,98645448,10.31,96,50,1.92,98644608,588,3253,0.180756225,98645448,10.62204082,3.31E-17,1.58E-19,1
NR_038126,116,50,2.32,120210407,604,1340,0.450746269,120210992,5.147019868,127,50,2.54,120210402,552,1392,0.396551724,120210992,6.405217391,9.74E-16,1.65E-19,0.534960939
NM_011955,96,50,1.92,10412081,579,7111,0.081423147,10413031,23.58051813,78,50,1.56,10412056,462,7339,0.062951356,10413031,24.78103896,8.09E-24,1.66E-19,1
NM_133767,79,50,1.58,29426442,639,9007,0.070944821,29427457,22.27082942,79,50,1.58,29426862,637,9259,0.068797926,29427457,22.96580848,1.44E-19,1.67E-19,1
NM_001159571,125,50,2.5,137791337,1522,16124,0.094393451,137792337,26.4848883,84,50,1.68,137791337,1463,16809,0.087036707,137792337,19.30220096,1.94E-31,1.68E-19,0.105515682
NM_010144,125,50,2.5,137791337,1522,16124,0.094393451,137792337,26.4848883,84,50,1.68,137791337,1463,16809,0.087036707,137792337,19.30220096,1.94E-31,1.68E-19,0.105515682
NR_033206,140,50,2.8,32976529,328,1737,0.188831318,32977514,14.82804878,95,50,1.9,32976519,308,1869,0.164794007,32977514,11.52954545,6.88E-32,1.71E-19,0.201751936
NM_025292,137,50,2.74,82633809,815,14168,0.057523998,82632894,47.63229448,76,50,1.52,82633809,775,14806,0.052343644,82632894,29.03886452,2.16E-38,1.77E-19,0.006456311
NM_029157,112,50,2.24,124392145,1097,11083,0.09898042,124393105,22.63073838,80,50,1.6,124392130,1027,12339,0.083232029,124393105,19.22336904,6.76E-28,1.80E-19,0.322995471
NM_001159328,88,50,1.76,120329014,919,10024,0.091679968,120329949,19.19721436,83,50,1.66,120329004,918,10381,0.088430787,120329949,18.77174292,5.57E-21,1.83E-19,0.959622075
NM_008244,88,50,1.76,120329014,919,10024,0.091679968,120329949,19.19721436,83,50,1.66,120329004,918,10381,0.088430787,120329949,18.77174292,5.57E-21,1.83E-19,0.959622075
NM_019953,122,50,2.44,127759825,516,2904,0.17768595,127760515,13.73209302,95,50,1.9,127759820,498,2898,0.17184265,127760515,11.05662651,1.29E-26,1.89E-19,0.464239851
NM_001163302,45,50,0.9,5576149,709,8665,0.081823428,5575239,10.99929478,79,50,1.58,5576149,689,9424,0.073111205,5575239,21.61091437,8.58E-10,1.94E-19,0.030905821
NM_001163303,45,50,0.9,5576149,709,8665,0.081823428,5575239,10.99929478,79,50,1.58,5576149,689,9424,0.073111205,5575239,21.61091437,8.58E-10,1.94E-19,0.030905821
NM_019968,120,50,2.4,54676469,418,3782,0.110523533,54677374,21.71483254,83,50,1.66,54676469,377,3864,0.097567288,54677374,17.0138992,5.61E-30,1.94E-19,0.359692152
NM_001076789,175,50,3.5,103070207,4883,35239,0.138568064,103069247,25.25834528,88,50,1.76,103070207,4504,36336,0.123954205,103069247,14.19879218,5.64E-43,2.00E-19,0.000145003
NM_001166377,111,50,2.22,131252567,240,2265,0.105960265,131253477,20.95125,80,50,1.6,131252562,218,2574,0.084693085,131253477,18.89174312,1.11E-27,2.10E-19,0.522328169
NM_001166378,111,50,2.22,131252567,240,2265,0.105960265,131253477,20.95125,80,50,1.6,131252562,218,2574,0.084693085,131253477,18.89174312,1.11E-27,2.10E-19,0.522328169
NM_001166379,111,50,2.22,131252567,240,2265,0.105960265,131253477,20.95125,80,50,1.6,131252562,218,2574,0.084693085,131253477,18.89174312,1.11E-27,2.10E-19,0.522328169
NM_001166380,111,50,2.22,131252567,240,2265,0.105960265,131253477,20.95125,80,50,1.6,131252562,218,2574,0.084693085,131253477,18.89174312,1.11E-27,2.10E-19,0.522328169
NM_030066,111,50,2.22,131252567,240,2265,0.105960265,131253477,20.95125,80,50,1.6,131252562,218,2574,0.084693085,131253477,18.89174312,1.11E-27,2.10E-19,0.522328169
NM_028614,106,50,2.12,50665095,1043,14545,0.071708491,50666040,29.5641419,76,50,1.52,50665075,897,14409,0.062252759,50666040,24.41658863,3.23E-27,2.18E-19,0.621634729
NM_029787,92,50,1.84,83002648,1415,12490,0.113290633,83001638,16.24141343,90,50,1.8,83002638,1729,13457,0.128483317,83001638,14.00960093,5.97E-21,2.19E-19,0.449319797
NR_033533,153,50,3.06,88696561,2275,20807,0.109338203,88697211,27.98655824,84,50,1.68,88696561,2010,21480,0.093575419,88697211,17.95343284,3.05E-38,2.19E-19,0.010205585
NM_025386,51,50,1.02,84836441,576,9845,0.058506856,84837416,17.43385417,75,50,1.5,84836446,591,12641,0.04675263,84837416,32.08375635,2.37E-12,2.23E-19,0.269852945
NM_001001735,113,50,2.26,26712768,3203,43179,0.074179578,26713778,30.46660631,81,50,1.62,26712773,3041,44524,0.068300243,26713778,23.71880303,1.44E-28,2.23E-19,0.261984486
NM_001205331,122,50,2.44,109834413,3971,46007,0.086312952,109835278,28.26922186,81,50,1.62,109834318,3233,45461,0.071115902,109835278,22.77971543,4.32E-31,2.30E-19,0.490148043
NM_001102611,48,50,0.96,75162380,500,10341,0.048351223,75162935,19.85472,75,50,1.5,75162380,608,12980,0.046841294,75162935,32.02302632,1.52E-11,2.35E-19,0.550451595
NM_145825,54,50,1.08,37211318,70,1079,0.064874884,37210368,16.64742857,68,50,1.36,37211318,61,1221,0.04995905,37210368,27.22229508,7.79E-14,2.39E-19,0.480376305
NR_033548,66,50,1.32,4088408,258,4460,0.057847534,4087528,22.81860465,76,50,1.52,4088413,320,4789,0.066819795,4087528,22.74775,1.54E-16,2.47E-19,0.939611
NM_025546,108,50,2.16,11203385,1455,8158,0.178352537,11202385,12.11084536,92,50,1.84,11203385,1205,8122,0.148362472,11202385,12.40205809,4.08E-22,2.58E-19,1
NR_045275,111,50,2.22,3352575,300,3002,0.099933378,3353475,22.2148,82,50,1.64,3352570,335,3355,0.099850969,3353475,16.42447761,6.16E-28,2.67E-19,0.100202467
NM_001145780,156,50,3.12,73891152,210,1547,0.135746606,73891747,22.984,93,50,1.86,73891152,251,1577,0.159162968,73891747,11.68613546,2.50E-41,2.67E-19,0.000511106
NM_009351,109,50,2.18,51489954,615,13966,0.044035515,51489229,49.50549593,71,50,1.42,51489974,583,14832,0.039306904,51489229,36.12596913,5.62E-30,2.79E-19,0.149125424
NM_007929,83,50,1.66,10313926,1129,17387,0.064933571,10313061,25.56458813,76,50,1.52,10313921,1110,18113,0.061281952,10313061,24.80338739,2.13E-21,2.82E-19,0.926466706
NM_021790,83,50,1.66,105019043,469,8622,0.054395732,105020468,30.51710021,73,50,1.46,105019023,359,8050,0.044596273,105020468,32.73816156,3.77E-22,2.93E-19,0.76662062
NM_033476,53,50,1.06,100382353,1049,18115,0.057907811,100381378,18.3049571,76,50,1.52,100382383,1161,20661,0.056192827,100381378,27.04971576,9.72E-13,2.96E-19,0.48981428
NM_001171024,122,50,2.44,52072090,3248,18130,0.179150579,52072740,13.61982759,93,50,1.86,52072090,2742,18483,0.14835254,52072740,12.53770241,2.55E-26,2.98E-19,0.811511547
NM_199448,58,50,1.16,78817033,1891,25286,0.074784466,78816443,15.51124273,80,50,1.6,78817438,1746,25975,0.067218479,78816443,23.80297824,3.83E-13,3.07E-19,0.145208804
NM_001168568,70,50,1.4,159339547,2704,51243,0.052768183,159340492,26.53113905,73,50,1.46,159339547,2617,54613,0.047918994,159340492,30.46808559,2.35E-17,3.07E-19,0.921081721
NM_001168569,70,50,1.4,159339547,2704,51243,0.052768183,159340527,26.53113905,73,50,1.46,159339547,2616,54603,0.047909456,159340527,30.47415138,2.35E-17,3.07E-19,0.921081721
NM_001168571,70,50,1.4,159339547,2704,51243,0.052768183,159340527,26.53113905,73,50,1.46,159339547,2616,54603,0.047909456,159340527,30.47415138,2.35E-17,3.07E-19,0.921081721
NM_018737,70,50,1.4,159339547,2704,51243,0.052768183,159340527,26.53113905,73,50,1.46,159339547,2616,54603,0.047909456,159340527,30.47415138,2.35E-17,3.07E-19,0.921081721
NM_183145,103,50,2.06,67654063,386,4571,0.084445417,67653088,24.39445596,76,50,1.52,67654078,344,4632,0.074265976,67653088,20.46697674,1.09E-26,3.09E-19,0.622933574
NR_033574,91,50,1.82,108384830,1682,13223,0.127202602,108385560,14.30788347,83,50,1.66,108384800,1409,13754,0.102442926,108385560,16.20414478,9.68E-20,3.10E-19,0.868534306
NR_027831,83,50,1.66,94246984,122,1911,0.063840921,94247864,26.00213115,74,50,1.48,94246984,141,2233,0.063143753,94247864,23.43858156,6.93E-23,3.11E-19,0.564160308
NM_013919,113,50,2.26,173218017,357,3910,0.091304348,173217092,24.75238095,82,50,1.64,173218022,354,3686,0.096039067,173217092,17.07638418,4.22E-29,3.20E-19,0.273348686
NM_009273,81,50,1.62,118305412,155,1972,0.078600406,118304432,20.61058065,78,50,1.56,118305412,174,2023,0.086010875,118304432,18.13724138,1.44E-20,3.25E-19,0.776075742
NM_001161847,0,50,0,21697978,10163,6438,1.578595837,21699478,0,1,50,0.02,21698703,8739,6252,1.397792706,21699478,0.014308273,NA,3.43E-19,0.792342844
NM_146085,78,50,1.56,36839100,385,3959,0.097246779,36838020,16.04166234,79,50,1.58,36839100,360,4106,0.087676571,36838020,18.02077778,5.70E-18,3.65E-19,0.914581465
NM_013739,36,50,0.72,55629494,93,1506,0.061752988,55628899,11.65935484,67,50,1.34,55629509,79,1597,0.049467752,55628899,27.08835443,3.18E-08,3.68E-19,0.031574287
NM_153529,136,50,2.72,36826308,585,5337,0.109612142,36825323,24.81476923,83,50,1.66,36826308,474,4958,0.095603066,36825323,17.36345992,3.12E-34,3.75E-19,0.297996997
NM_001163301,60,50,1.2,5575771,700,8581,0.081575574,5575151,14.71028571,78,50,1.56,5576146,684,9342,0.073217726,5575151,21.30631579,5.66E-14,3.79E-19,0.418394841
NM_008452,154,50,3.08,74842961,55,889,0.061867267,74843961,49.784,70,50,1.4,74842956,48,854,0.056206089,74843961,24.90833333,5.03E-51,3.83E-19,0.078080585
NM_001007589,129,50,2.58,34497864,2559,12822,0.199578849,34498864,12.92722157,98,50,1.96,34497864,2372,12833,0.18483597,34498864,10.60399663,1.61E-27,3.89E-19,0.460534749
NM_011341,50,50,1,155367278,1129,13622,0.082880634,155368023,12.06554473,79,50,1.58,155367278,1123,14521,0.077336272,155368023,20.43025824,4.74E-11,3.92E-19,0.103428812
NM_134133,47,50,0.94,60661187,833,13785,0.060428001,60660637,15.55570228,75,50,1.5,60661197,841,14984,0.056126535,60660637,26.72532699,4.18E-11,3.95E-19,0.123841376
NM_021549,60,50,1.2,52112691,162,2693,0.06015596,52113551,19.94814815,70,50,1.4,52112681,123,2521,0.048790163,52113551,28.69430894,2.95E-15,4.11E-19,0.220165799
NM_025421,116,50,2.32,86621280,497,5025,0.098905473,86620385,23.45674044,83,50,1.66,86621280,495,4789,0.103361871,86620385,16.06008081,2.73E-29,4.19E-19,0.19215645
NM_028404,67,50,1.34,75508815,270,6525,0.04137931,75508220,32.38333333,68,50,1.36,75508810,276,6839,0.040356777,75508220,33.69942029,8.93E-18,4.22E-19,1
NM_021288,124,50,2.48,30400125,982,9116,0.107722685,30399165,23.02207739,78,50,1.56,30400130,737,9092,0.081060273,30399165,19.24493894,1.37E-30,4.30E-19,0.602330936
NR_033402,124,50,2.48,30400125,982,9116,0.107722685,30399165,23.02207739,78,50,1.56,30400130,737,9092,0.081060273,30399165,19.24493894,1.37E-30,4.30E-19,0.602330936
NM_025511,121,50,2.42,180248959,377,2269,0.16615249,180250284,14.56493369,89,50,1.78,180249279,319,2270,0.140528634,180250284,12.66645768,4.82E-27,4.31E-19,0.72393146
NM_009836,124,50,2.48,88100577,2057,17227,0.119405584,88102057,20.76954789,86,50,1.72,88100572,1868,17246,0.108314972,88102057,15.87961456,7.23E-30,4.37E-19,0.279213532
NM_010743,185,50,3.7,40496664,4200,7431,0.565199839,40497494,6.546357143,125,50,2.5,40496669,3037,7398,0.410516356,40497494,6.08989134,5.04E-29,4.45E-19,0.87532413
NM_001205312,127,50,2.54,20935609,1307,15535,0.084132604,20934719,30.19043611,79,50,1.58,20935614,1341,16995,0.07890556,20934719,20.02393736,3.45E-32,4.72E-19,0.01077641
NM_018793,127,50,2.54,20935609,1307,15535,0.084132604,20934719,30.19043611,79,50,1.58,20935614,1341,16995,0.07890556,20934719,20.02393736,3.45E-32,4.72E-19,0.01077641
NM_026129,117,50,2.34,121902363,292,3807,0.076700814,121901483,30.50815068,74,50,1.48,121902368,253,4584,0.055191972,121901483,26.81549407,4.48E-32,4.81E-19,0.30514358
NM_026576,118,50,2.36,17853858,808,8812,0.091693146,17852878,25.7380198,81,50,1.62,17853883,746,9119,0.081807216,17852878,19.80265416,4.39E-30,5.02E-19,0.265550594
NM_001037756,112,50,2.24,56937428,1144,17465,0.065502433,56938353,34.1972028,75,50,1.5,56937418,1028,17889,0.057465482,56938353,26.10262646,6.23E-29,5.09E-19,0.283390834
NM_133735,77,50,1.54,145927888,423,7532,0.056160382,145926973,27.42146572,73,50,1.46,145927908,447,8660,0.051616628,145926973,28.28545861,2.16E-20,5.10E-19,0.874456005
